tanggal,Trading_Old,Trading_Opt,Investing_Old,Investing_Opt,Hybrid_Old,Hybrid_Opt,IHSG
2022-11-02,1145305856.2223508,1503724521.2315238,1326938604.7641602,1164558569.355009,1267240239.0916421,1219177500.3511891,1065200916.9183596
2022-11-03,1159482231.5750015,1513923360.8923268,1335596553.7687283,1170049917.7022657,1275516652.5295458,1224925996.448019,1068067991.9280344
2022-11-04,1171785167.4492958,1530226673.5858467,1337909134.1921973,1184597863.3869944,1277719603.45611,1240163575.1892433,1069731092.6363331
2022-11-07,1176409217.6128721,1544494718.6100233,1343545933.901947,1193458441.335352,1283092377.0691013,1249443419.0936635,1078365604.885882
2022-11-08,1181416202.2323735,1533734288.0126204,1337140323.541945,1189500238.5345016,1276967987.8400495,1245299288.1490645,1070429382.9038615
2022-11-09,1179922545.5307047,1526422720.7683663,1345214828.374112,1187181050.643277,1284691987.4440117,1242867644.9967456,1073459632.0168202
2022-11-10,1179774276.7320302,1511165111.1229215,1326645250.3133256,1168042424.12629,1266946401.6083927,1222824896.1147327,1057783501.1038903
2022-11-11,1180360338.4075832,1523011818.4434533,1356213565.95385,1181882919.1648946,1295209717.1450171,1237318853.2769313,1076362959.7009637
2022-11-14,1170926307.3157544,1509503201.4222999,1335784335.3974466,1171348772.3646724,1275692683.1186643,1226297010.53052,1065763018.7134972
2022-11-15,1170206940.624351,1506005077.2380905,1336131609.9322224,1167500844.5017188,1276028150.6315656,1222265717.9261389,1068208702.7176903
2022-11-16,1167884304.2461133,1520763178.5992098,1347519743.6290286,1163911604.0283706,1286913834.3123167,1218507997.4863071,1065002602.1858362
2022-11-17,1167686672.0621762,1521342504.9059744,1354380465.6907876,1168895791.0969074,1293463491.40387,1223718660.252569,1069648949.5620767
2022-11-18,1159497209.7223246,1521253237.1671116,1366593877.046333,1157069440.331223,1305134996.221918,1211336823.8854284,1075296360.0535562
2022-11-21,1152760851.6357965,1502493025.42831,1344457562.93697,1149550332.0501645,1283983285.3661864,1203463239.0391088,1072421574.8636262
2022-11-22,1151692654.121248,1517811170.5934536,1328282716.7882094,1158247505.1598563,1268533495.8941712,1212567899.9248064,1067462891.050705
2022-11-23,1158830715.6912398,1531241360.2513905,1318770992.6492822,1158244498.8771546,1259446921.5057817,1212564743.5890396,1071036263.0535576
2022-11-24,1167741412.3981392,1538565643.363575,1319493171.5310483,1159604945.5803742,1260136332.2825985,1213988231.4749975,1075043406.8321095
2022-11-25,1169138139.4116058,1535836391.1657484,1316487486.5196269,1156601251.7283878,1257261744.6434312,1210841130.1695347,1070888509.3107841
2022-11-28,1173087478.6255362,1522709307.0416985,1308499465.463462,1153378347.426933,1249613213.2440884,1207467163.670791,1065454166.6852008
2022-11-29,1175738627.1171904,1535547477.873333,1286436642.3525207,1159235123.1136837,1228544038.6893396,1213595698.4394875,1064651121.7570908
2022-11-30,1206810264.522598,1574034010.799901,1305364546.1872132,1192273429.642523,1246615484.0926063,1248169269.1359515,1075164545.6257331
2022-12-01,1193153525.778415,1551661286.9460526,1276067846.3781939,1191418003.3382854,1218618745.5200434,1247283946.9275584,1065977272.7609712
2022-12-02,1179449634.9819047,1550914912.4146967,1258274296.732703,1180154909.5755234,1190436341.6178327,1217302406.2247696,1065800531.7058923
2022-12-05,1168276173.5970173,1542930647.1733327,1235666011.9891434,1177728180.079401,1164451765.9421802,1202865434.3467193,1060894707.1095277
2022-12-06,1152698790.6323068,1527179462.6196492,1206634213.0753958,1163274645.7998667,1138788893.1403143,1179685556.5495327,1046507436.6171288
2022-12-07,1132530330.8666303,1514338691.649857,1175867913.1919696,1142858392.615946,1115818198.6041381,1150266805.0746827,1035299577.5710857
2022-12-08,1119759472.4849677,1511619847.5174687,1160168786.1328766,1141273927.6486917,1090937165.4352913,1138210159.7101157,1033094243.6090761
2022-12-09,1106664819.4207656,1483039533.1958098,1148592698.0078595,1143523393.4779432,1061143959.4948422,1128104045.5315642,1019564730.6700592
2022-12-12,1115779439.429531,1504375668.8000739,1144212648.7941248,1161635267.063991,1060589316.6785831,1136374948.1187425,1022500233.5294982
2022-12-13,1117791207.9793477,1498352466.8411567,1179265501.1574106,1175343567.1268995,1089754554.486721,1167674854.1750145,1034018723.8762043
2022-12-14,1114231274.754654,1493588289.6233573,1162910558.2432642,1171445271.0120065,1074006256.1733675,1152916227.510289,1032718001.6398962
2022-12-15,1101233964.3896327,1476166946.5235038,1161468977.3656187,1159556054.1260705,1071133986.5684859,1146846760.441365,1025143268.493683
2022-12-16,1115411342.4007883,1495172218.6158783,1179013590.1507246,1173225305.956178,1081941089.0347888,1160399569.6984313,1034303704.0002491
2022-12-19,1105039288.4382346,1481274524.0225177,1152577347.27591,1156544708.82084,1064855705.0818658,1138918004.8206747,1029370004.1368084
2022-12-20,1085653573.9499528,1459486148.564914,1144124555.6666403,1148503919.2312255,1056331393.3265997,1121604983.8051922,1027641811.7144328
2022-12-21,1096398645.5738695,1463331800.273184,1148514206.475799,1151353166.0878615,1062393362.0015459,1128146120.9798443,1035589747.2395332
2022-12-22,1098662099.332638,1478626555.340348,1154082980.5519373,1165231033.2324853,1062240134.8748065,1139575311.3187275,1036162005.7144299
2022-12-23,1084503433.7909684,1465691565.585966,1138563981.06492,1153736505.4183965,1049566320.222434,1126330403.675874,1032554605.1275665
2022-12-26,1069884463.8683243,1458258471.2373245,1128504795.9021924,1151197697.070225,1047613118.7317188,1117584605.2086823,1037889234.3642735
2022-12-27,1097103513.6747699,1452702212.4069269,1149331550.0717063,1149793068.108854,1071742166.3067439,1131104155.2198265,1051131765.4978331
2022-12-28,1092935973.991943,1441135086.2096996,1144500165.2378044,1138775749.2305586,1060709275.8908349,1121637488.5458097,1040122962.5477995
2022-12-29,1106655575.6716952,1438212201.0240839,1153916185.7205343,1131871538.92155,1075913343.7787714,1124062862.6138701,1041574033.2990824
2022-12-30,1090095049.878974,1437784610.79561,1141110903.5708835,1126924178.9338326,1055652384.597734,1106145678.708665,1040138012.2265667
2023-01-02,1091538430.3055983,1447670838.5919461,1140467754.478745,1139230088.1413364,1063723719.9669168,1122581463.7983382,1040193392.078976
2023-01-03,1099496874.2038984,1458353279.0214024,1145316445.3938382,1131201000.5231466,1062626966.2481517,1109234581.845672,1045928654.1435548
2023-01-04,1093177115.1549697,1437927860.8548007,1142961427.0062451,1128871151.689982,1056508468.7921624,1106951004.5968006,1034462504.0589652
2023-01-05,1070861835.5787922,1398673524.653944,1118317201.2511148,1104541013.523674,1034937047.4028683,1083097601.70511,1010260915.4652872
2023-01-06,1083233210.8047605,1414621611.7802835,1129156978.409463,1115238228.9394224,1046895622.2365612,1093593944.3427546,1014924759.019799
2023-01-09,1081416206.1122525,1402936334.9471369,1126619673.1144364,1112738856.8251495,1045145494.3202499,1091143381.1128833,1015487602.1784226
2023-01-10,1065154953.4675916,1400334455.8334408,1113093917.0673254,1099370525.8370006,1021546415.9758024,1078040918.61956,1005502251.5209073
2023-01-11,1053115319.5059776,1396304291.2364383,1100169490.8972268,1086606900.0667362,1013557014.1544043,1065526815.7898672,999725695.5101545
2023-01-12,1066464981.5242238,1406343649.5277522,1119420005.5532973,1105612561.7803845,1023553691.2599639,1084168030.5198047,1006631125.7011446
2023-01-13,1061071464.2070353,1422730405.6639414,1143481488.2899423,1129352788.296414,1025596509.2886555,1107472323.6401687,1008437309.5622545
2023-01-16,1074613272.174064,1433099256.323627,1158661917.4383018,1144341402.8156824,1036588858.6066601,1122168301.191892,1015456020.093916
2023-01-17,1074056834.2519686,1462018691.2963247,1182133829.2208567,1167502629.5375516,1045281014.4029791,1144912961.1152217,1027493613.1535676
2023-01-18,1084100853.5339067,1470850478.3604674,1186166398.4888563,1171486221.5963798,1048993723.1269904,1148812189.8675966,1027257711.2923005
2023-01-19,1107274963.526681,1499253663.6659608,1199186686.3269112,1184344610.3499033,1057063367.4913846,1161411447.2127976,1035474984.1718897
2023-01-20,1117999260.1301727,1514594880.73076,1200350779.9735024,1185498152.0891528,1067743335.7885022,1162535407.888505,1043829335.160053
2023-01-24,1113307406.3457756,1554561303.447258,1213494028.800123,1198463656.1159644,1066665123.7150506,1175267345.6719692,1041691984.2297161
2023-01-25,1112228409.4599843,1536683713.034492,1210397019.4748528,1195411510.615319,1068437991.5856324,1172264862.6885166,1036996780.9997436
2023-01-26,1112268750.504277,1527660679.8868284,1218189575.9717026,1203116268.9917352,1087569494.2080996,1179818512.6711082,1042293823.1077069
2023-01-27,1116178067.5861435,1536955065.7688992,1227636623.9906597,1212441121.2057135,1086801937.5744076,1188973222.6514554,1047480846.8743376
2023-01-30,1106225065.9106126,1521106559.2630699,1211886756.8177361,1196897196.3185575,1079909913.1451762,1173713945.2075632,1043457318.9627436
2023-01-31,1087075702.7626445,1485444222.5542166,1199789506.6512847,1184950754.9864602,1063765798.9777639,1161983878.8288229,1038425759.1191417
2023-02-01,1087622400.0944963,1487247414.762444,1200887919.7773001,1186032201.5944405,1064084914.6090618,1163048084.593528,1041905126.2319609
2023-02-02,1108491283.568201,1485126056.957756,1223863151.5053377,1177289215.0824661,1060850816.0228144,1154469343.4421842,1046204070.6786294
2023-02-03,1115747706.5191956,1495734132.397443,1232018373.2821038,1184375214.7090893,1074978438.3898196,1161418006.4635863,1049416843.4818581
2023-02-06,1110883051.4352324,1499885287.1745932,1226513704.322189,1186695616.7383268,1077252901.9220428,1163693437.194338,1043656226.7860559
2023-02-07,1122844870.8067982,1498895667.62964,1244864532.4907606,1207837022.8419487,1088275778.8189538,1184425061.7492375,1052995330.8927648
2023-02-08,1133342928.9274733,1509995767.2360206,1245898557.6897404,1214251273.3420434,1096743668.5754895,1190714999.2547817,1053727649.7443038
2023-02-09,1131037927.4569864,1498009046.4902058,1222325055.2080095,1205047911.84028,1091988254.0697017,1181690042.896001,1047235529.6967973
2023-02-10,1114679712.7397823,1479941568.046516,1187888021.5592182,1185892256.013019,1077072384.103799,1162905669.401693,1044648912.4939023
2023-02-13,1111658640.9408245,1475459665.0518537,1210138250.4080565,1185748406.8003824,1073103797.5007265,1162764604.2378054,1047656846.5659302
2023-02-14,1114499924.7024972,1511869236.1205316,1219452046.5633361,1189787581.6890316,1078869572.435921,1166725489.1631088,1053990463.1001153
2023-02-15,1109583431.7001822,1492847951.5584981,1212025975.0552022,1185780690.1063318,1074187528.6610672,1162796268.730751,1049842905.0773021
2023-02-16,1102940786.931575,1492406469.335499,1211044053.6082919,1176288986.310953,1067604447.3523428,1153488535.2444906,1046977238.6582508
2023-02-17,1100809841.8358343,1492869591.5935578,1216851389.2495494,1173304551.1858695,1065598509.5610623,1150561950.0786517,1046984800.5658087
2023-02-20,1097050979.9221668,1468296587.1009138,1206397364.3983536,1166214541.401768,1062039114.3197486,1143609375.3655603,1046833414.1419533
2023-02-21,1085545925.486905,1486182282.3345459,1197156410.1537805,1156324916.501719,1052989533.6032919,1133911441.5291514,1043597584.9343079
2023-02-22,1084044156.5171783,1467285355.379052,1181459922.4390876,1154556312.7343576,1045830547.6373714,1132177109.14327,1033965864.6596476
2023-02-23,1088115084.3427634,1488121168.165217,1182322895.6243727,1159018327.608377,1048434426.4521263,1136552633.9091377,1038442810.4793212
2023-02-24,1089351226.508864,1505254222.4784667,1189612855.8395927,1160144645.6927226,1045444938.6554412,1137657104.9196293,1041042475.6795709
2023-02-27,1094585048.881152,1493488736.988443,1188837037.333417,1165782777.0285769,1050863071.7872715,1143185946.5591137,1040769283.2349545
2023-02-28,1080894782.999521,1515033154.6035693,1189353931.374161,1192527422.1689317,1044885878.8013055,1169412157.6092556,1039017441.3173734
2023-03-01,1095602300.402565,1540591094.484138,1198754931.4003067,1190201559.1099267,1047905514.313232,1167131368.9725273,1039275139.265131
2023-03-02,1093113057.0642364,1545301082.8256726,1201462169.622258,1191418862.1426256,1056402144.2407302,1168325085.0291173,1041169841.9264776
2023-03-03,1081587673.6821837,1543910951.5455368,1195476887.4047332,1185305269.3656254,1051139442.6195656,1162329994.6228347,1034522851.0467312
2023-03-06,1083241585.643275,1551356573.554131,1183864311.083846,1174080593.636973,1040928925.5056604,1151322891.561008,1033515412.2055119
2023-03-07,1052468951.101489,1510654453.53536,1160945130.4240437,1159406080.1263933,1020776921.8674915,1136932820.3912187,1027405242.6260282
2023-03-08,1054244648.0652649,1515573474.4465694,1162287203.8788152,1165545270.8447752,1021956950.712707,1142953012.563091,1028864690.7847037
2023-03-09,1064171876.0191863,1525913760.414381,1182247403.4914322,1179083111.473449,1039507374.0153632,1156228443.4652078,1032421307.9727713
2023-03-10,1055709767.3552414,1520854588.8375368,1168990054.981399,1172927036.8002017,1027850595.8190075,1150191694.607353,1027184168.0344824
2023-03-13,1069063612.0571058,1541555622.2702518,1182553169.781239,1187799646.0222783,1039776163.9711801,1164776021.7151546,1030471818.5498041
2023-03-14,1029204576.7041471,1488097503.001304,1145953693.8398373,1150391400.7854686,1007595419.9559777,1128092876.416571,1008434863.0627506
2023-03-15,1028771940.8894354,1488282083.6430125,1145088991.6982844,1152402566.8735323,1006835127.2087172,1130065059.2164052,1006358303.9382712
2023-03-16,1011884712.8916013,1479496520.4265025,1130798952.6669836,1141592731.8807058,994270449.5149468,1119464755.8558679,996882640.6774284
2023-03-17,1047277923.0513573,1512505772.9074724,1170920927.040241,1171485071.6888123,1029548344.8912145,1148777679.7194123,1013964989.850734
2023-03-20,1038110722.3365192,1498661880.403603,1157062002.4325233,1155370176.7344255,1017362661.4723624,1132975146.6323617,1003982604.6471629
2023-03-21,1042788799.8168972,1523947792.592431,1157127725.4834862,1173821869.1668246,1017420539.1433411,1151069182.0573766,1015995584.439077
2023-03-24,1060609755.5453631,1546205741.8149443,1166161393.3064117,1180829185.184949,1025363690.4665922,1157940672.286836,1026721408.9464781
2023-03-27,1053615382.9564743,1530556702.6742027,1160297525.68076,1173552743.8182378,1020207744.5003383,1150805273.2799604,1018625645.5422556
2023-03-28,1059763052.1968459,1541888400.7956903,1177426290.7653482,1184440729.5463629,1035268441.5070393,1161482212.5468335,1026429015.1875725
2023-03-29,1084811582.1480286,1566317809.1589768,1205754267.691594,1210290021.7937431,1060176325.3757752,1186830456.961227,1038440067.4344227
2023-03-30,1081974971.7596376,1553648868.8376281,1203527037.4913654,1202591085.4143145,1058218061.1850696,1179280752.3422773,1033811512.781848
2023-03-31,1090913735.8359032,1559661485.2489789,1218223553.6170988,1210579917.701401,1071140199.9165715,1187114733.6931276,1033253636.758581
2023-04-03,1096242511.5345201,1568919199.2454622,1222343868.821348,1217758031.2924802,1074763050.6814268,1194153710.8534946,1036578429.5845548
2023-04-04,1105265588.2563136,1578230994.8776255,1238708457.3197494,1230013539.600118,1084938327.5623908,1203617380.1468008,1037489935.9906768
2023-04-05,1109654928.336454,1584996443.2149305,1234723536.0742168,1237831692.8638234,1089241843.7242606,1208776686.738595,1035439695.2699528
2023-04-06,1105105374.3603845,1585386119.2353003,1222473992.3703644,1235091886.9103966,1084773832.404127,1209067872.0113704,1031353966.9618777
2023-04-10,1094955377.319584,1594689914.077704,1219354961.4170713,1237423989.4972892,1074807390.4555216,1216155817.763599,1028084998.8064048
2023-04-11,1104191819.365553,1598986748.0834801,1234735725.2844164,1248113466.9183345,1091552174.3843403,1227307764.7208345,1034170258.5727568
2023-04-12,1096092810.269767,1598898886.9782736,1239508153.1939902,1257761460.924868,1089838616.7655916,1236491561.3171282,1032295127.9074423
2023-04-13,1100419632.7190635,1599601211.9777818,1240639918.3308878,1256699299.8986452,1094240863.4359155,1237276944.3360863,1030265793.6370256
2023-04-14,1108446532.7836325,1600142562.2382543,1229470610.6572967,1249147622.6133642,1084471435.6678267,1227305115.4444249,1035272591.9401928
2023-04-17,1094373497.5742064,1585062706.373681,1229153086.6170259,1238617122.1945672,1082666738.4184852,1222261448.0143793,1030567009.6214154
2023-04-18,1128596703.8164914,1599696493.9009676,1261807323.1617951,1265468483.1793494,1102374290.8805277,1248980783.6772153,1035763448.7043191
2023-04-26,1156078622.2117147,1617255672.6113307,1294398841.844125,1296497213.7717364,1120307641.9332123,1280267734.063275,1049176196.8942802
2023-04-27,1155904290.9572482,1614702717.0158653,1286814192.5178678,1287353224.429977,1111627794.4184253,1269954135.35244,1054540406.5340813
2023-04-28,1198544924.970156,1669658972.179854,1335639214.1869378,1330100215.3783703,1152368071.7423167,1310291138.4550068,1050021721.9501419
2023-05-02,1145336394.932271,1611786614.7614996,1275149471.5196311,1293663568.19449,1103835506.829672,1271133298.4377413,1042063629.7452824
2023-05-03,1107325016.6482415,1571377341.9475472,1234216239.4493074,1266166373.0793018,1078214662.3969018,1227451247.3768365,1034384067.802139
2023-05-04,1093301169.088853,1553082524.6359022,1211724179.378462,1255909987.8723602,1070237591.7175126,1207843699.9669402,1039137097.3840249
2023-05-05,1087849856.6724334,1540236875.7217553,1196570657.3287141,1247071222.5158467,1066903377.7478098,1195828467.5120842,1030574423.2562761
2023-05-08,1102591424.2038422,1555578222.4327378,1222760206.043461,1251711961.939559,1072883175.7082658,1211489989.897359,1027841460.9012312
2023-05-09,1099395253.2383285,1548768677.3662238,1239964071.1493804,1261392243.8491855,1078519261.0140529,1224681563.2699828,1029412780.8099545
2023-05-10,1114415742.7077925,1561115264.0882206,1245957390.4172235,1270590902.205161,1088753690.90142,1232498833.3425927,1034259963.5545712
2023-05-11,1090054311.9923763,1537874111.1844618,1222520230.2915282,1249987618.04327,1069568013.5762047,1207693605.9438813,1025762455.2772478
2023-05-12,1083044003.5898035,1527152226.5233183,1215205166.2169316,1233488128.8470519,1061967435.4761596,1193713859.4960368,1018448014.8509934
2023-05-15,1064764926.1510452,1508962887.2151003,1208030728.1491466,1229888194.833738,1064890164.0714533,1188389956.483713,1019051855.4103967
2023-05-16,1059228870.0798885,1502962845.664469,1197130448.596406,1224092296.5188158,1063266707.9469842,1182971759.0756214,1013710998.7204068
2023-05-17,1040120419.4583262,1481432708.7474308,1176632247.1375182,1212207992.3657358,1047404223.486747,1164145963.0074852,1011668838.861681
2023-05-19,1017229706.1944399,1473866759.5601683,1149530105.642791,1206104665.9664278,1041849661.0899397,1144490957.640714,1017354503.7090416
2023-05-22,1031474263.4288492,1483555300.553095,1169875064.7485905,1229914301.7730985,1052805718.9791684,1163206280.1232657,1021770657.7228577
2023-05-23,1050190981.4643043,1498846178.912689,1181786739.9444396,1237635898.1910207,1062613629.9833189,1175032288.680679,1022839110.7789804
2023-05-24,1046332455.0884776,1500690861.2389007,1181301063.4989667,1242995286.567349,1062079504.8685772,1180089874.4024546,1024223829.4982601
2023-05-25,1013938329.6770058,1468254738.329358,1146087470.1707537,1219459147.4787047,1037875816.106947,1145399301.2079928,1017911712.5051711
2023-05-26,1009985412.9444199,1475181118.8507164,1132699124.7307518,1210644335.766261,1035298842.059039,1134527374.636743,1015295663.1718793
2023-05-29,1005767602.4262316,1472362469.5854628,1142042138.5560732,1212424555.4430184,1041306855.8186052,1136382763.8971329,1014400021.9443593
2023-05-30,1018580610.10232,1494737238.136804,1153939233.2319407,1203329177.5535455,1045764349.6464722,1136090919.9054096,1007616323.6377817
2023-05-31,1003559023.4824712,1477040115.8430958,1137074257.1595974,1182033456.326864,1039377733.1045012,1118061719.9917204,1007136290.780552
2023-06-05,1023135504.8719808,1491382013.7132037,1172170501.074691,1213276335.674842,1054833339.4877343,1153536827.4774928,1007162979.8660505
2023-06-06,1038950667.3334163,1457687137.2515357,1200790010.4302769,1205510060.0108864,1071926671.2011883,1139139918.827145,1004959276.9037104
2023-06-07,1023645036.795535,1450255319.5589135,1183711890.0737288,1202025091.9448996,1056137262.7229679,1135397018.4548347,1005085605.2417365
2023-06-08,1040950083.023698,1481326594.162158,1200472398.9059978,1210527014.4238038,1073988704.448834,1144213407.717523,1012157174.9899546
2023-06-09,1040779590.715202,1478733523.9892995,1204297240.3606048,1210169570.3020403,1073816037.1256828,1139441299.2470133,1016361966.2738924
2023-06-12,1059551453.7437203,1479760768.3642888,1223318378.999443,1215942781.168388,1093181665.337799,1150507058.4297793,1020666248.5376606
2023-06-13,1046991735.5324454,1480100955.35907,1209375186.7182784,1214353117.9059863,1084656045.9630322,1147276987.4321394,1020156264.5955937
2023-06-14,1056998412.3111587,1493244570.2842703,1214525902.3670607,1215664991.570919,1092649124.1112251,1150734229.4496489,1017226321.9623003
2023-06-15,1073259225.2163905,1507690699.9660437,1235311845.4839292,1220286189.5154643,1111036888.5909948,1153504611.8112595,1019363821.1653346
2023-06-16,1083266157.5525482,1517600966.578606,1246340415.160737,1215883966.8479197,1126289038.5722551,1147370586.009848,1017048691.2710382
2023-06-19,1079151938.0748982,1516937065.0959947,1241564094.9700553,1216602604.2414641,1119035037.155604,1150022090.39589,1015152654.1554166
2023-06-20,1078754188.1115284,1506518881.6750493,1244871955.1902878,1215322793.6632357,1123868304.7995832,1149920619.974339,1011265166.4435164
2023-06-21,1081694760.126661,1514004665.137974,1251123216.8797934,1222745582.4288576,1129187020.5342107,1155211633.7809203,1017667878.054603
2023-06-22,1071489815.1099828,1501206817.2259798,1241122665.428868,1211214042.141222,1124535755.5753584,1146281552.3279338,1010021084.3775439
2023-06-23,1068694153.3861254,1503627808.2061434,1229677653.3831615,1207038396.4080195,1110423914.8454177,1141470338.4485219,1008118893.944988
2023-06-26,1116437874.0398061,1513364964.8686194,1287488770.3698072,1213825116.9991632,1158646572.4259331,1145669524.353415,1011904814.8592967
2023-06-27,1078990247.6485195,1518389015.474115,1239673732.776443,1215974465.685869,1113118405.3830051,1144376062.749408,1011481348.0360541
2023-07-03,1088271888.26651,1532065071.0852675,1256306330.375777,1224584836.7999358,1126856378.8244832,1146728696.495782,1016770679.9637623
2023-07-04,1102665052.900062,1533260663.004262,1260015443.7555602,1216068869.7230568,1139272927.6125221,1147166701.8262684,1014498993.9697495
2023-07-05,1116451604.474711,1528237939.248254,1280791838.8216026,1231498632.264357,1153518086.8381953,1161238347.9531994,1020150630.2330996
2023-07-06,1129838388.537342,1520379778.2041736,1294370770.9632578,1236946502.3162937,1167349931.9962947,1166437219.3071997,1025973966.2798233
2023-07-07,1115359604.5535727,1531200260.25419,1278792719.7002397,1225007819.3709302,1152389575.354087,1158522714.5928752,1019768309.0833338
2023-07-10,1123162170.3245828,1524862116.0804608,1286006331.853803,1231648283.3582428,1160451301.3471265,1164752060.103551,1021981872.1800387
2023-07-11,1112276463.101678,1527458309.4080994,1288261079.0686386,1240450048.0068123,1168500957.2489114,1176037530.2287397,1031985386.2429627
2023-07-12,1107663943.860852,1521148772.15974,1272903885.2141304,1229278147.4102116,1159689901.3305764,1166959552.3558228,1033698825.5319655
2023-07-13,1110991181.8386052,1525718465.9552577,1270873196.5681462,1222765518.7416167,1152422856.9699745,1161816756.7609894,1034003081.1066482
2023-07-14,1114207451.7659173,1530124266.3112829,1280008493.295658,1229174056.7929678,1156694084.173117,1166240593.809909,1043015614.5977436
2023-07-17,1110715625.6941092,1525303357.9562116,1284005898.3189952,1230407385.0873792,1159075849.5013576,1162802508.8441224,1042647008.6724702
2023-07-18,1097080771.911666,1511285525.4342978,1270444083.4973953,1220311286.5492344,1148010091.5812943,1153192882.3241072,1037038223.2186148
2023-07-20,1103346233.9540377,1519889721.4943576,1277137453.5200725,1224100798.463524,1159768048.181684,1151241348.8506525,1042198335.4907012
2023-07-21,1113091171.2798655,1530220979.6386387,1284956566.8784401,1228666350.786417,1175545500.8576367,1156053954.5838304,1044720676.4793539
2023-07-24,1118912213.354484,1535123284.0532718,1314940267.209742,1248315718.639928,1194048984.7710059,1176150544.8364952,1047543862.7706534
2023-07-25,1129347196.8972526,1538691641.4316685,1302132617.8217525,1243242303.4086049,1181727865.0240726,1163240393.9404998,1050324643.0705497
2023-07-26,1148868435.2168396,1555104053.871668,1328835948.2739587,1265872786.1880198,1202425381.7858088,1182554158.049979,1054965800.9023877
2023-07-27,1136235877.216314,1542405530.5393305,1311883530.1123114,1246792291.8240974,1185556837.389583,1165586375.5002797,1047128921.6275005
2023-07-28,1141061035.2039294,1546988135.7230704,1318833579.255461,1257610065.9789817,1184614205.7952774,1174212037.8968444,1047670487.654074
2023-07-31,1148940880.7513623,1538665581.6057832,1326109426.695682,1266193183.058591,1182665661.0869658,1184403847.2969995,1052396828.1504613
2023-08-01,1136172774.0402355,1521126274.9338686,1324898811.4246495,1268976259.6542518,1189753637.4974651,1182428829.126715,1045585254.5768076
2023-08-02,1130192605.402021,1523221380.204032,1312196748.60223,1249523798.5953376,1165798619.550764,1185988394.001636,1040728730.6522665
2023-08-03,1133224667.7152398,1522506819.3827722,1316468697.2543077,1251447110.9127305,1168894225.586137,1185433177.5354507,1047343620.4930661
2023-08-04,1135063729.4113553,1527451390.9710782,1326932744.256323,1261241533.6431103,1170893621.5180109,1184184071.9907782,1040475480.8854253
2023-08-07,1140511188.7396386,1532536756.5258713,1327628607.8812363,1264432372.292861,1176407359.2467346,1183731649.5115237,1045565534.3080782
2023-08-08,1118716363.170787,1503239310.013536,1324268931.1280162,1259589133.8666904,1171043040.519973,1179959413.0727317,1042900406.7120086
2023-08-09,1128159989.643289,1515928870.5378592,1336170695.2888217,1266633455.7783127,1181139671.3505394,1195774802.7080076,1043856765.6090376
2023-08-10,1126909338.988627,1514248369.1682265,1332710901.0533085,1260093599.8443336,1179785153.8692892,1187296908.1299133,1046614637.7772144
2023-08-11,1121149944.3992722,1506509350.5088575,1319371142.1100693,1247387580.7683744,1168768350.6456056,1183994956.8061259,1044595756.7319512
2023-08-14,1125993311.4206932,1513017476.5995615,1333040945.366321,1258810601.1101618,1176145205.870211,1194359787.307619,1049179977.8480592
2023-08-15,1118900702.3751416,1511147130.2477906,1340604137.8847456,1267613973.5945103,1181814967.5102575,1204842383.4081903,1049928384.2872459
2023-08-16,1117170873.6443477,1510428158.7862449,1341956470.7528808,1265117072.7846742,1187989981.1559196,1207555488.8847547,1047717267.6900449
2023-08-18,1106285530.4194138,1501993727.32372,1329152131.624278,1253081946.9118745,1173277158.6124246,1198759629.5775647,1041548975.2132533
2023-08-21,1102914509.6602023,1492271761.4928372,1341895207.0665028,1263074452.6564486,1178230684.0486565,1211542659.5514674,1042478348.4793894
2023-08-22,1135650928.6659236,1529056826.8406887,1376129362.1340308,1295741764.4773297,1196427832.7106807,1234521319.9450617,1050133223.0184467
2023-08-23,1141182167.2007685,1531393401.88054,1380899729.5003672,1302259978.3364816,1201231644.532316,1238795823.3980265,1050886300.0475956
2023-08-24,1121603208.0582795,1513547405.9229524,1358185206.6473303,1284251685.8798714,1181391795.9490077,1221294728.104037,1047543269.6798645
2023-08-25,1105607297.3338852,1498648966.8959262,1337563404.373979,1264695213.553586,1172261111.0024853,1211101162.75249,1046943654.8923318
2023-08-28,1119454050.187443,1512044657.2732766,1355637584.0797286,1282536372.4485197,1180518485.4105597,1220543387.0935779,1050934414.5378416
2023-08-29,1118913232.5556476,1508902003.7975354,1354733984.0583544,1280246053.1326466,1182146144.3494349,1222693354.00067,1056416723.3809735
2023-08-30,1105321934.2004774,1496102642.1175559,1352552065.4996133,1276745054.5694828,1178589179.121883,1219846765.9712634,1057755996.5185572
2023-08-31,1097381658.6836827,1491949822.855253,1343359059.6525078,1268079307.5174303,1176313741.152626,1212977851.196549,1055722065.7945268
2023-09-01,1101534011.3406777,1492306283.2417622,1353608679.7445626,1273420884.6683402,1181784951.1565256,1218675235.456723,1059425843.6345791
2023-09-04,1113862312.0730717,1503987841.2572508,1370040767.3293355,1285283585.9126163,1196973389.1878593,1228595125.8475635,1062325242.0922464
2023-09-05,1114151633.9067166,1505964780.2822907,1374861870.3533626,1289802929.7335577,1201188731.1417346,1232933845.0477014,1061559710.1565316
2023-09-06,1128548069.3688636,1508563926.7139301,1400468357.0378995,1304275954.6211092,1216635173.738088,1235101609.9760048,1062204251.57132
