tanggal,Trading,Investing,IHSG
2023-10-26,5317659540.735089,2695732204.51402,1466056463.9335155
2023-10-27,5280077904.902126,2671209410.4161215,1475723288.1185308
2023-10-30,5171194885.390158,2643679790.4180584,1470723081.650217
2023-10-31,5234579345.826796,2651376502.7310386,1474286159.2045872
2023-11-01,5119196049.471348,2593323104.87587,1450313825.4454114
2023-11-02,5152865410.327026,2608788661.1666994,1474106091.6425953
2023-11-03,5204047385.406849,2635441391.1324077,1482285999.1389775
2023-11-06,5221312234.953553,2644873190.1591697,1501933619.6641681
2023-11-07,5194146107.494946,2630938453.324172,1494281654.4809792
2023-11-08,5142793221.433299,2605409441.263102,1485616982.5059843
2023-11-09,5150520687.877813,2609299735.140131,1493068304.0232944
2023-11-10,5155231956.08285,2611117345.3611016,1486743017.7870727
2023-11-13,5180655166.815678,2624027734.203936,1493085575.1571267
2023-11-14,5167889941.899924,2617448924.275318,1498269687.2171726
2023-11-15,5233147940.682734,2650785748.822338,1519263176.8380325
2023-11-16,5237357959.789699,2652862464.1081543,1519220105.615389
2023-11-17,5214088157.737624,2641879375.5518713,1523512728.6562662
2023-11-20,5220748552.736292,2645096030.1872177,1527272611.846774
2023-11-21,5294424715.845875,2664394103.830675,1520045921.6812205
2023-11-22,5230099296.204462,2646941948.1366377,1508072761.4579754
2023-11-23,5359889436.857162,2654926539.2101097,1529337258.6232898
2023-11-24,5354585289.461127,2654311758.7362924,1530491546.0677457
2023-11-27,5387454852.087841,2661318903.6996813,1531315762.9545186
2023-11-28,5336925357.911758,2659806096.223359,1537356715.1541317
2023-11-29,5349839535.384063,2648474727.666297,1536267994.051076
2023-11-30,5433432304.31961,2661723907.70416,1546017868.9351978
2023-12-01,5559202523.374043,2661728264.926748,1541468630.9613934
2023-12-04,5474554416.486378,2682449282.400868,1548825494.3023124
2023-12-05,5469489171.691775,2691133297.299741,1550409534.4657674
2023-12-06,5345506654.412688,2633082984.518177,1547470669.803915
2023-12-07,5381007015.466869,2650003456.7478228,1557782496.209209
2023-12-08,5455022229.466566,2689636865.567574,1563235590.1869016
2023-12-11,5247538595.640905,2585585492.9908338,1547774193.9892263
2023-12-12,5502052019.849693,2640017480.934233,1555748447.05868
2023-12-13,5432786459.511993,2603328068.9705744,1544838740.909366
2023-12-14,5520882902.861804,2674740148.5107875,1566820309.9645305
2023-12-15,5550170349.743251,2644458924.0218735,1570089245.1840658
2023-12-18,5503810375.877808,2587503496.4143157,1554485948.4979293
2023-12-19,5581377708.936195,2614006265.2820573,1569403303.9798884
2023-12-20,5560418088.458488,2613364425.9483,1576351097.3176322
2023-12-21,5562628125.425997,2622545695.426834,1574157236.8731863
2023-12-22,5579455001.821112,2621525869.7300625,1580248936.3549237
2023-12-27,5589095602.033239,2618180494.674718,1582082341.839574
2023-12-28,5637593095.630294,2647365833.113664,1594740057.3118126
2023-12-29,5617982338.515015,2650649051.3615084,1587951542.2082996
2024-01-02,5703260678.132223,2661098343.362082,1599041315.9196057
2024-01-03,5644418219.869442,2638026631.9265704,1589325770.079274
2024-01-04,5815388509.222969,2706058222.630436,1606939874.5136218
2024-01-05,5758156576.687714,2680520233.136926,1604943352.765
2024-01-08,5756075062.991177,2680139137.579379,1590304894.1108508
2024-01-09,5813582095.398408,2681660823.4255314,1572101332.2755241
2024-01-10,5873145341.857132,2694950287.7546396,1578017015.4488845
2024-01-11,5845665170.068426,2686343053.0601435,1576415917.3754718
2024-01-12,5893358328.997078,2693980151.0703907,1581039144.0337183
2024-01-15,5890999925.172043,2693391987.4608135,1577297384.8725405
2024-01-16,5883209106.421331,2699470107.4637346,1581399172.5457647
2024-01-17,5867394147.586625,2686019774.5649366,1572195577.228041
2024-01-18,5857214216.349511,2673988636.2228956,1583621818.2132645
2024-01-19,5858554126.92185,2659244506.9635544,1578039937.0153904
2024-01-22,5840848824.209666,2665453256.082516,1582521689.6329243
2024-01-23,5784419828.937438,2647695487.6379933,1584334092.5659392
2024-01-24,5780576687.361181,2635285467.0355673,1578131943.1172252
2024-01-25,5754648367.704309,2622729950.8002768,1567262642.8921235
2024-01-26,5779224530.657318,2624593940.0255795,1558320673.268377
2024-01-29,5856237697.487478,2674025121.7302685,1562706475.1423986
2024-01-30,5878824786.1261425,2685948087.7067804,1570357374.206215
2024-01-31,5949097370.800446,2692662080.6029096,1573790811.6449056
2024-02-01,5938195644.21652,2696614652.8893566,1572427244.9676552
2024-02-02,5957170103.975163,2700079971.918759,1580525381.1081772
2024-02-05,5971091739.799296,2706264931.8982067,1571754630.2556322
2024-02-06,5999570314.90841,2719630536.3630786,1582408147.9197679
2024-02-07,6001906513.185436,2720855428.8704815,1579732081.6832027
2024-02-12,6104043652.072929,2767175380.150437,1593382141.0672355
2024-02-13,6046488605.401482,2740828181.543708,1574183889.8574955
2024-02-15,6161228644.8303795,2792998261.9233947,1594607432.0618908
2024-02-16,6184452875.800197,2803602457.167335,1601652029.038645
2024-02-19,6118615579.492803,2773575813.698748,1593171049.4315078
2024-02-20,6162320667.736201,2793234886.561988,1605376090.6182415
2024-02-21,6152500441.329861,2789325122.2442036,1604594411.894426
2024-02-22,6112802626.726934,2770393212.186244,1602545330.460747
2024-02-23,6081714317.480816,2756221132.7881293,1592820189.5460637
2024-02-26,6054156912.080608,2743748145.1079683,1590359052.9749668
2024-02-27,6059050371.871246,2746131791.125777,1590685178.8909721
2024-02-28,6072639795.700866,2752331349.281097,1600143576.7386906
2024-02-29,6063750325.831778,2747933712.1313815,1597408767.3247085
2024-03-01,6066593266.489213,2748807818.167219,1596490945.1570423
2024-03-04,6074138562.72171,2782146233.1066146,1588814459.2282891
2024-03-05,6132237371.213455,2792688807.7368536,1582419448.785115
2024-03-06,6157226094.57519,2797322347.602887,1600397846.208999
2024-03-07,6117500290.118523,2766006186.722815,1610040469.4842613
2024-03-08,6149937510.986291,2786778164.611167,1611774832.4792192
2024-03-13,6129551778.970007,2787795325.304801,1620355600.8596094
2024-03-14,6218600723.9638405,2864491608.161514,1622999257.0672545
2024-03-15,6182979629.833537,2836766790.224154,1600016495.309505
2024-03-18,6147564382.610725,2843489793.445772,1594425871.9327776
2024-03-19,6195741198.923596,2842476457.21933,1601914294.404246
2024-03-20,6224660491.522708,2868572501.514326,1600687617.4544067
2024-03-21,6246138169.111288,2848173482.443446,1602265154.2896903
2024-03-22,6243501596.13151,2855136735.0229845,1604841325.1410651
2024-03-25,6296959477.475318,2882640361.6875005,1610869270.6843352
2024-03-26,6313923584.82471,2888275700.291724,1608228279.7751207
2024-03-27,6318681888.030911,2896859866.19107,1596094561.9743981
2024-03-28,6303887247.729015,2916424247.549988,1591448520.3615832
2024-04-01,6119225106.342291,2834357000.1205387,1573162014.4390867
2024-04-02,6109367459.313043,2841238400.521459,1580132089.6717129
2024-04-03,6028717204.655698,2840688072.7371297,1564817711.3354864
2024-04-04,6063158032.382339,2856628484.0178185,1583934511.0251782
2024-04-05,6029062055.885109,2840819856.327663,1591026870.1498141
2024-04-16,6013468574.418194,2798109836.3598056,1564372926.333337
2024-04-17,5997408570.436396,2792274676.348062,1556956680.1433775
2024-04-18,6040671380.123746,2776422565.777765,1564811101.3953776
2024-04-19,5988331685.193076,2754930388.3297377,1547453611.8939574
2024-04-22,5993203295.507086,2736979244.922555,1544506644.7248752
2024-04-23,5956402660.013335,2754400526.895937,1552583778.3137617
2024-04-24,5933736814.12831,2767028823.827398,1566496529.5111444
2024-04-25,5834812966.633006,2765843073.256778,1562295805.9601648
2024-04-26,5747941494.389738,2706662798.752055,1536265435.364582
2024-04-29,5906749554.989615,2729231038.2702646,1562402844.34515
2024-04-30,5934965356.857484,2800216834.4045277,1579523548.733969
2024-05-02,5669672379.592844,2673625681.5265365,1554027410.5558767
2024-05-03,5638650435.144381,2661992975.4992523,1557804564.8802168
2024-05-06,5709188816.406748,2653501187.9005785,1558059154.1863368
2024-05-07,5637095442.108397,2631171646.925393,1555378290.412596
2024-05-08,5666607628.262949,2639942850.0146346,1547776326.227971
2024-05-13,5716648652.977358,2642620404.24787,1550061553.1026285
2024-05-14,5677792767.985745,2641872970.627225,1546677690.2147524
2024-05-15,5697534523.621511,2656336904.4707727,1567653269.0301569
2024-05-16,5806120031.780961,2694876221.4336286,1582252601.1033404
2024-05-17,5858564098.992664,2731890532.798851,1597654827.6758494
2024-05-20,5766563722.988774,2720014888.4154644,1586618359.9331613
2024-05-21,5760179152.952551,2655121809.014171,1569008306.7524285
2024-05-22,5795080280.851717,2670880347.4189434,1576943859.6886654
2024-05-27,5684294015.317723,2621630581.4684844,1566908478.036625
2024-05-28,5784375534.361193,2648771532.0806017,1583765744.3285332
2024-05-29,5728351025.6911125,2603551768.350361,1559006507.8606174
2024-05-30,5723143329.022416,2592958346.4441957,1535843358.705064
2024-05-31,5644927237.116004,2556372202.1688204,1521999158.9833243
2024-06-03,5824020910.641337,2644931499.569678,1536290702.393707
2024-06-04,5878239769.720478,2655442661.843597,1550072640.744101
2024-06-05,5775310037.356552,2610226043.126382,1516962917.6802251
2024-06-06,5847705704.957234,2646145901.113635,1522907705.912451
2024-06-07,5818027635.449176,2651031059.517148,1506107050.559215
2024-06-10,5745874546.763485,2616801463.1294065,1511259392.2619646
2024-06-11,5650552901.646263,2569566875.179091,1496880107.2272365
2024-06-12,5642511469.257755,2535532674.711161,1495658760.874259
2024-06-13,5679808494.450611,2570625335.771138,1491612198.1845229
2024-06-14,5580138168.253292,2502045225.1743135,1470491627.1344774
