tanggal,Trading,Investing,IHSG
2023-06-12,1597309415.970689,1298125670.5180478,1020666248.5376606
2023-06-13,1599047575.4003997,1287545923.3496475,1020156264.5955937
2023-06-14,1603807697.946237,1290442122.5083644,1017226321.9623003
2023-06-15,1608506926.681896,1298198324.1162767,1019363821.1653346
2023-06-16,1598916881.8127313,1287385476.6780927,1017048691.2710382
2023-06-19,1601616655.5050488,1293355850.3555648,1015152654.1554166
2023-06-20,1589468221.733631,1279895204.6722372,1011265166.4435164
2023-06-21,1605787784.2931352,1296244376.2511213,1017667878.054603
2023-06-22,1581668703.2716038,1279062114.2666843,1010021084.3775439
2023-06-23,1581413661.5615938,1281015635.2726226,1008118893.944988
2023-06-26,1592893796.1456952,1291529552.5708895,1011904814.8592967
2023-06-27,1596833937.5652785,1295906302.1188176,1011481348.0360541
2023-07-03,1607109733.3365731,1309484136.1728785,1016770679.9637623
2023-07-04,1600155909.359013,1295145314.9336126,1014498993.9697495
2023-07-05,1604684882.9882598,1297907730.2228923,1020150630.2330996
2023-07-06,1605471821.9126563,1296315318.3002295,1025973966.2798233
2023-07-07,1598080121.5517836,1290399641.0512576,1019768309.0833338
2023-07-10,1596813583.8236666,1289538902.0267746,1021981872.1800387
2023-07-11,1614760430.9501889,1299931934.0006537,1031985386.2429627
2023-07-12,1614645021.6825614,1302380727.4027033,1033698825.5319655
2023-07-13,1623119552.35983,1301740361.2754898,1034003081.1066482
2023-07-14,1628299678.0968337,1305414382.2338548,1043015614.5977436
2023-07-17,1620600273.5429466,1297844859.5584075,1042647008.6724702
2023-07-18,1619646381.5883772,1289748746.580048,1037038223.2186148
2023-07-20,1628339063.7350767,1294675544.9234152,1042198335.4907012
2023-07-21,1627895708.706063,1294279531.444449,1044720676.4793539
2023-07-24,1638144796.215097,1298016020.908382,1047543862.7706534
2023-07-25,1634013981.248437,1290515991.6595654,1050324643.0705497
2023-07-26,1653625320.8104186,1292361223.4450343,1054965800.9023877
2023-07-27,1652336828.1777246,1280315246.2886002,1047128921.6275005
2023-07-28,1663137225.1339948,1287814180.4205647,1047670487.654074
2023-07-31,1669842219.1775339,1297708314.0981967,1052396828.1504613
2023-08-01,1648405016.0915897,1288302189.0790086,1045585254.5768076
2023-08-02,1645009970.3567557,1294709174.2647908,1040728730.6522665
2023-08-03,1655994978.0042033,1302298301.4213152,1047343620.4930661
2023-08-04,1654139174.9890122,1297519430.6111684,1040475480.8854253
2023-08-07,1668453613.4672222,1304661714.4151757,1045565534.3080782
2023-08-08,1663080603.091405,1301935026.7214923,1042900406.7120086
2023-08-09,1670286419.0941691,1311524147.9429843,1043856765.6090376
2023-08-10,1678627103.0720077,1299731392.521341,1046614637.7772144
2023-08-11,1663193580.372821,1297469500.710332,1044595756.7319512
2023-08-14,1670047595.0178185,1310654421.12041,1049179977.8480592
2023-08-15,1657061405.636128,1300876878.2494867,1049928384.2872459
2023-08-16,1654483021.6667783,1301926746.6925266,1047717267.6900449
2023-08-18,1638714049.342449,1280785358.2938704,1041548975.2132533
2023-08-21,1639192068.756493,1292181651.6035123,1042478348.4793894
2023-08-22,1674590459.7790785,1297463120.426136,1050133223.0184467
2023-08-23,1676593461.66984,1298619903.927553,1050886300.0475956
2023-08-24,1652541725.5143747,1290824789.4964235,1047543269.6798645
2023-08-25,1642129182.3445387,1280901602.5186377,1046943654.8923318
2023-08-28,1652644431.168641,1286562879.593217,1050934414.5378416
2023-08-29,1652879741.0491562,1285684457.88554,1056416723.3809735
2023-08-30,1638094830.1801295,1286838223.7764482,1057755996.5185572
2023-08-31,1633376107.7691371,1287079538.0287914,1055722065.7945268
2023-09-01,1644283933.211047,1289998953.0843844,1059425843.6345791
2023-09-04,1659105625.8128583,1294800147.0553014,1062325242.0922464
2023-09-05,1669325903.5619922,1297613559.8057394,1061559710.1565316
2023-09-06,1688901168.3478131,1291187732.8484747,1062204251.57132
2023-09-07,1662179863.8155942,1285676689.0606592,1055957152.1559592
2023-09-08,1661889097.3970184,1284226687.346912,1051397914.9893318
2023-09-11,1645965016.0128489,1288752550.683192,1057260617.4371659
2023-09-12,1637475732.1050532,1286718956.240039,1052793161.0701138
2023-09-13,1640264434.5344095,1280886365.9021873,1053021945.8419147
2023-09-14,1657663270.1172376,1270432699.1603377,1056644173.6984994
2023-09-15,1664110607.8095226,1289074298.7204037,1060205832.1582723
2023-09-18,1653184297.1941018,1277489888.8165176,1053114097.3232331
2023-09-19,1676671553.006006,1285242421.7312548,1059830776.37067
2023-09-20,1693175919.0184197,1290817162.04749,1064592257.496297
