tanggal,Inv_No_Buffer,Inv_Buffer_8,Inv_Buffer_10,Hyb_No_Buffer,Hyb_Buffer_8,IHSG
2023-06-22,1211214042.141222,1363970943.7589824,1292954106.897998,1146281552.3279338,1090824418.6207173,1010021084.3775439
2023-06-23,1207038396.4080195,1359105101.2163033,1288341610.4750724,1141470338.4485219,1086245971.3652306,1008118893.944988
2023-06-26,1213825116.9991632,1361716710.325695,1290817242.9209435,1145669524.353415,1090242000.561279,1011904814.8592967
2023-06-27,1215974465.685869,1367787702.790306,1296572141.6421864,1144376062.749408,1089011116.6574512,1011481348.0360541
2023-07-03,1224584836.7999358,1387556194.2009783,1315311362.058506,1146728696.495782,1091249929.9223294,1016770679.9637623
2023-07-04,1216068869.7230568,1369429249.2431173,1298128218.9453924,1147166701.8262684,1083996430.8580441,1014498993.9697495
2023-07-05,1231498632.264357,1386823551.6596541,1314616865.4587166,1161238347.9531994,1089698034.799273,1020150630.2330996
2023-07-06,1236946502.3162937,1392967872.0782785,1320441274.2232196,1166437219.3071997,1090767214.252397,1025973966.2798233
2023-07-07,1225007819.3709302,1379511957.0703845,1307685958.0992706,1158522714.5928752,1087976812.0510366,1019768309.0833338
2023-07-10,1231648283.3582428,1386996845.7702942,1314781136.7968109,1164752060.103551,1091054389.3355126,1021981872.1800387
2023-07-11,1240450048.0068123,1396908259.7867212,1324176500.7643075,1176037530.2287397,1101832595.7824092,1031985386.2429627
2023-07-12,1229278147.4102116,1384311041.1013246,1312235171.8750803,1166959552.3558228,1099956188.3398688,1033698825.5319655
2023-07-13,1222765518.7416167,1376965300.7836342,1305271896.6268637,1161816756.7609894,1099870030.2796674,1034003081.1066482
2023-07-14,1229174056.7929678,1384184249.6730535,1312114981.9995897,1166240593.809909,1103217729.676803,1043015614.5977436
2023-07-17,1230407385.0873792,1385573110.4289567,1313431529.9997296,1162802508.8441224,1100009151.6073892,1042647008.6724702
2023-07-18,1220311286.5492344,1374187339.8870924,1302638573.7057118,1153192882.3241072,1097659065.303175,1037038223.2186148
2023-07-20,1224100798.463524,1378464250.1194513,1306692801.3086271,1151241348.8506525,1091952335.4109612,1042198335.4907012
2023-07-21,1228666350.786417,1383617445.9306743,1311577689.596209,1156053954.5838304,1091724166.406134,1044720676.4793539
2023-07-24,1248315718.639928,1405758456.7244473,1332565901.2349315,1176150544.8364952,1105054290.0171106,1047543862.7706534
2023-07-25,1243242303.4086049,1400030991.2130759,1327136643.310539,1163240393.9404998,1098599445.616979,1050324643.0705497
2023-07-26,1265872786.1880198,1425529008.1838548,1351307074.4410343,1182554158.049979,1111249173.1564384,1054965800.9023877
2023-07-27,1246792291.8240974,1404033381.0240705,1330930643.7379022,1165586375.5002797,1098908972.814453,1047128921.6275005
2023-07-28,1257610065.9789817,1416215011.1630843,1342478022.213241,1174212037.8968444,1107187049.1119578,1047670487.654074
2023-07-31,1266193183.058591,1425870489.4410388,1351630776.0535395,1184403847.2969995,1120674925.661098,1052396828.1504613
2023-08-01,1268976259.6542518,1428994811.8713684,1354592426.7661529,1182428829.126715,1122707896.4204946,1045585254.5768076
2023-08-02,1249523798.5953376,1407098896.9702337,1339578506.1608562,1185988394.001636,1117318903.7519343,1040728730.6522665
2023-08-03,1251447110.9127305,1409264757.2668695,1343826487.804072,1185433177.5354507,1120239694.258118,1047343620.4930661
2023-08-04,1261241533.6431103,1420294349.613383,1340869219.1353383,1184184071.9907782,1117242028.077223,1040475480.8854253
2023-08-07,1264432372.292861,1423887583.072034,1347807329.1885595,1183731649.5115237,1118434699.7225196,1045565534.3080782
2023-08-08,1259589133.8666904,1418433566.4331594,1346744617.862856,1179959413.0727317,1115677436.187941,1042900406.7120086
2023-08-09,1266633455.7783127,1426366244.0500646,1359811945.717979,1195774802.7080076,1131654428.9150453,1043856765.6090376
2023-08-10,1260093599.8443336,1419001650.6089516,1356740521.2738204,1187296908.1299133,1121607858.1610353,1046614637.7772144
2023-08-11,1247387580.7683744,1404693282.0814252,1343448293.4273643,1183994956.8061259,1116055478.7474194,1044595756.7319512
2023-08-14,1258810601.1101618,1417556853.4441228,1354793260.3440833,1194359787.307619,1127885947.077858,1049179977.8480592
2023-08-15,1267613973.5945103,1427470414.8421166,1360255141.6209106,1204842383.4081903,1136368622.400299,1049928384.2872459
2023-08-16,1265117072.7846742,1424658631.1068363,1361922242.7545116,1207555488.8847547,1141560410.1018715,1047717267.6900449
2023-08-18,1253081946.9118745,1411105762.3517761,1345738827.9558363,1198759629.5775647,1125947042.7013218,1041548975.2132533
2023-08-21,1263074452.6564486,1422358417.9223647,1350390945.3390687,1211542659.5514674,1139450492.5206852,1042478348.4793894
2023-08-22,1295741764.4773297,1459145387.2398205,1371781828.3489075,1234521319.9450617,1150108619.3912299,1050133223.0184467
2023-08-23,1302259978.3364816,1466485609.655702,1374940363.0227437,1238795823.3980265,1153962297.436016,1050886300.0475956
2023-08-24,1284251685.8798714,1446206301.0038123,1353262783.14521,1221294728.104037,1133530799.436751,1047543269.6798645
2023-08-25,1264695213.553586,1424183572.1966329,1339329895.7155616,1211101162.75249,1121858397.7948363,1046943654.8923318
2023-08-28,1282536372.4485197,1444274670.4166937,1348018900.8150277,1220543387.0935779,1128773355.4338305,1050934414.5378416
2023-08-29,1280246053.1326466,1441695520.1881928,1350401178.2106462,1222693354.00067,1131209192.492991,1056416723.3809735
2023-08-30,1276745054.5694828,1437753012.3905153,1354519747.8418615,1219846765.9712634,1130926023.6682887,1057755996.5185572
2023-08-31,1268079307.5174303,1427994432.4886715,1346156239.6192954,1212977851.196549,1127247330.7669635,1055722065.7945268
2023-09-01,1273420884.6683402,1434009632.8972247,1355105509.0946074,1218675235.456723,1133860031.5846765,1059425843.6345791
2023-09-04,1285283585.9126163,1447368299.9854572,1371503413.5706534,1228595125.8475635,1141314504.8966792,1062325242.0922464
2023-09-05,1289802929.7335577,1452457569.8328505,1376122186.8556044,1232933845.0477014,1144578123.1091928,1061559710.1565316
2023-09-06,1304275954.6211092,1468755760.8836026,1389388998.6492517,1235101609.9760048,1157639241.6786087,1062204251.57132
2023-09-07,1284499048.1032162,1446484825.5659258,1374387812.1712067,1215721838.5123556,1152775893.6995585,1055957152.1559592
2023-09-08,1288812905.6138792,1451342695.602306,1367041433.9633381,1213382898.7254012,1149351072.2086062,1051397914.9893318
2023-09-11,1272115560.3590312,1432539679.2785027,1357128281.854927,1210914469.63791,1143605840.9916422,1057260617.4371659
2023-09-12,1268879338.8033948,1428895343.8577883,1355144090.904122,1206285311.8112307,1145502648.7987444,1052793161.0701138
2023-09-13,1269991520.2780218,1430147780.4655719,1362420785.427779,1200137168.7635202,1146879940.0817318,1053021945.8419147
2023-09-14,1282108733.102547,1443793072.399408,1369854225.203066,1205517752.881538,1149434931.2133002,1056644173.6984994
2023-09-15,1285105427.1138296,1447167673.9242003,1372901280.8396337,1213490436.07461,1151944095.4782176,1060205832.1582723
2023-09-18,1280035227.7748184,1441458081.19835,1364210161.8275647,1199545239.336282,1146325538.0402365,1053114097.3232331
2023-09-19,1297482933.8842359,1461106084.9821334,1380715462.8600516,1210547670.838668,1158490614.461262,1059830776.37067
2023-09-20,1305105451.6673255,1469689864.2606425,1392307851.9716816,1216831266.6693459,1164273904.4359128,1064592257.496297
2023-09-21,1291054827.5340555,1453867342.1194062,1384113350.8186843,1203750977.0794454,1155414391.0222383,1061522938.5276226
2023-09-22,1294824900.0611312,1458112851.4594183,1388009431.8374805,1209261346.9724126,1160337360.4234304,1065376175.2464664
2023-09-25,1294920521.863709,1458220531.951338,1380099996.2912903,1205321600.5469174,1157449459.746172,1062572857.4965935
2023-09-26,1264547679.8308764,1424017427.461335,1349158663.1710978,1188708412.1750228,1134673700.3346593,1051249123.3376778
2023-09-27,1279572117.5272787,1440936568.9724085,1361146556.657283,1194534078.021129,1145750149.7523935,1053379060.6331542
2023-09-29,1281161889.985876,1442726824.6754181,1363921168.553248,1194435985.4969964,1145966683.1557992,1053692434.9787155
2023-10-02,1277228340.8672755,1438297223.0132391,1359809264.369703,1192229930.4093056,1140005575.4059796,1056966963.3603339
2023-10-03,1257123839.3458736,1408308238.6596916,1338917590.2059407,1172838862.126052,1118819325.5050766,1053843524.8571764
2023-10-04,1248254135.8521757,1392409084.4064975,1325903916.1711514,1162892435.2446382,1104573772.0970201,1045597412.9379791
2023-10-05,1233736258.8874588,1377578939.5758142,1306528250.8692575,1153687897.2435627,1096954458.4383457,1043813395.8451025
2023-10-06,1241507614.6071632,1381725348.1589463,1319347448.6275144,1145333387.549293,1085271952.4247708,1045892253.1963887
2023-10-09,1250457739.364727,1399510783.9113765,1331944015.375293,1158998675.0604186,1104530666.3101892,1046338183.3332593
2023-10-10,1257551583.9422858,1406744154.6464338,1337578018.2854052,1174904365.6293046,1119189619.2926667,1051004399.2509264
2023-10-11,1256762790.52595,1407133070.517154,1338367194.101945,1172562296.4385264,1117946878.8012905,1052456656.1837871
2023-10-12,1251086235.1947737,1393813192.9827387,1333793349.9138968,1164945197.7810273,1105130419.9616249,1052972571.0337425
2023-10-13,1257162534.5621846,1397068351.0894413,1338970387.4450274,1166417437.0367692,1103690268.7364328,1051701577.4732257
2023-10-16,1253544640.9993167,1401961637.4488552,1336068286.772183,1167063419.9512699,1111439619.7148304,1047072578.0025593
2023-10-17,1252922819.746577,1399983326.4692826,1331343766.747148,1165680295.9919572,1109098144.4595137,1053650399.6690555
2023-10-18,1248417632.6087239,1397980401.2142725,1333334049.508976,1164046572.2392213,1109995255.0640712,1051872535.8931133
2023-10-19,1233213995.0354967,1379304164.0926752,1314997635.6256733,1153747416.9489942,1098897472.4142017,1039501477.5374278
2023-10-20,1227518887.5848672,1378274229.2763789,1310392455.849002,1148604669.7019155,1098232226.2951458,1039917678.998507
2023-10-23,1193677052.0869646,1340893540.7953293,1275121981.7763968,1117733641.122527,1069196257.1884974,1023640747.1164668
2023-10-24,1210224475.967945,1357492525.9079401,1294558863.9350462,1130251531.5493417,1079582640.4531178,1033479159.5310432
2023-10-25,1220955431.243136,1375480134.5183349,1305353161.9704354,1149270506.1298745,1102511303.1117795,1037673645.8625246
2023-10-26,1201109958.3554752,1359257083.9116306,1277730494.6032286,1127074644.6424482,1086090066.2510562,1019473765.3703185
2023-10-27,1195509654.5606794,1351410197.176572,1275925889.467843,1119441114.986961,1077543300.120466,1026195930.5075524
2023-10-30,1174690092.4940932,1326906785.0096886,1252600030.8613975,1102788668.5982773,1060735724.9362441,1022718861.62154
2023-10-31,1184868226.6505313,1321695913.1221652,1263639945.8590431,1113238583.5896087,1057532817.9526378,1025196572.5283313
2023-11-01,1170572376.1183639,1283271285.2065008,1242801726.9535098,1095751823.8535898,1023027601.713981,1008526569.7259773
2023-11-02,1157732351.3673708,1281220023.7075057,1245137703.6498914,1091998953.2778668,1039635184.4642897,1025071356.2355342
2023-11-03,1169171813.526028,1294188527.2965524,1261730363.6679747,1095925293.4352226,1046501928.1973876,1030759541.7187475
2023-11-06,1185338898.913322,1306191197.945096,1277412649.323279,1108011772.07304,1044853139.8499573,1044422203.5398625
2023-11-07,1165318581.5308187,1281299371.8286078,1260167163.3217902,1094650365.6843352,1042111006.8457736,1039101141.2549505
2023-11-08,1145454995.2371192,1260738713.760314,1242190724.4070916,1078760379.3489356,1033540139.7305732,1033075857.7946217
2023-11-09,1148095969.090888,1266577866.2260537,1244455090.7126439,1079797377.0058737,1035471733.4873492,1038257395.4714553
2023-11-10,1151242353.5123415,1273618738.4134257,1245812770.7516203,1082756018.3621504,1037097455.0360034,1033858885.9086077
2023-11-13,1144930560.0958376,1269555343.1647773,1237257629.376841,1072553821.6134934,1032412661.3265777,1038269405.5599297
2023-11-14,1144616222.094298,1272428364.665874,1239502459.7169714,1073874262.2450156,1032650975.4793336,1041874359.647289
2023-11-15,1158036444.8550868,1285257126.5461512,1259844054.3540993,1086435339.8910909,1044254867.0033833,1056472918.7332175
2023-11-16,1164183243.4212055,1288371570.3936877,1264901318.776819,1090393571.4675379,1047341301.9454216,1056442967.6483803
2023-11-17,1153191650.6540055,1280667474.4381952,1254140132.9585378,1077079070.9159489,1034398602.2763683,1059427993.5886886
2023-11-20,1158059396.3259006,1292056063.082706,1264325469.1321647,1081808686.5147731,1039402766.4568877,1062042560.1950084
2023-11-21,1164491517.1143558,1298698459.123312,1267107052.572102,1081935707.9768004,1036539468.3787526,1057017227.8046894
2023-11-22,1151511981.3247912,1285579131.0867925,1259388645.0008132,1071590699.9998726,1027762764.8372178,1048691271.0380424
2023-11-23,1149247270.762181,1284919093.0083804,1261589865.3841352,1074115571.1109238,1032990904.4040107,1063478284.7221297
2023-11-24,1152276464.6387503,1290714292.16187,1266650850.7133477,1075143984.991591,1029804929.1441028,1064280958.9684966
2023-11-27,1153593982.7601547,1287701288.1189795,1263245371.1904743,1080340465.7943938,1029552280.197355,1064854107.0795766
2023-11-28,1164745080.252089,1294623178.1525323,1269915298.6382978,1088097369.078779,1028028637.9574914,1069054895.0006895
2023-11-29,1166228695.5453055,1287176034.3179462,1262229635.3859072,1086253960.6524158,1017476974.6045285,1068297814.6087159
2023-11-30,1167999143.8754313,1282950758.6597238,1256881866.8440983,1106979565.8310266,1034114702.9913943,1075077731.9615145
2023-12-01,1178548519.4482088,1301094848.1039062,1277179944.7740502,1100078340.486825,1031844860.3626695,1071914259.8301092
2023-12-04,1186813249.03849,1307319552.777724,1287167233.2571645,1091550654.0022836,1021515734.6445184,1077030112.7020772
2023-12-05,1178795105.5433526,1295324023.3012693,1277185029.5472796,1081550317.1340613,1009976611.2563747,1078131630.5696785
2023-12-06,1173388450.904007,1296010552.00306,1277694478.4172268,1075635039.143518,1002052474.9479604,1076087987.9839807
2023-12-07,1169424458.8910437,1294896297.3683445,1277965429.8930206,1074836321.7726872,1002541324.7690217,1083258678.0302863
2023-12-08,1178314539.2130034,1305864900.2981539,1284934308.6249757,1082200833.621594,1004316084.6011176,1087050678.1251807
2023-12-11,1175512440.2036393,1295221043.7917528,1275075545.495793,1079032252.4412537,995677108.6704816,1076299054.1684647
2023-12-12,1170493610.230806,1286453260.9804697,1269772520.199537,1073590177.6034999,997857874.8401904,1081844230.635215
2023-12-13,1147277436.3366988,1258811306.763262,1246724078.539683,1049587311.3914742,976901027.6306102,1074257783.9459221
2023-12-14,1170913511.8541512,1276060675.3761659,1274541595.4900758,1068438527.947392,994936737.1123066,1089543438.7107394
2023-12-15,1173261041.3485982,1280860261.901843,1279235371.7369893,1069617169.5092103,986850842.7638075,1091816607.4317243
2023-12-18,1176185765.6071355,1285108499.7480836,1278919928.3991783,1076108859.831757,988558006.8688476,1080966307.9950123
2023-12-19,1187499802.9242082,1299642837.4462156,1291385044.089698,1089164414.3623857,1007144196.6619128,1091339614.1647873
2023-12-20,1182847363.1372771,1295648286.636772,1288515031.3815942,1083956404.4467182,1002791934.454198,1096171005.8671508
2023-12-21,1184903591.2647216,1297834061.3704104,1289778320.2448614,1090633518.9040444,1013820495.1534667,1094645428.085518
2023-12-22,1184900185.7656288,1299949882.9403906,1294568736.4654608,1092410543.6416993,1014246211.8837922,1098881504.9085677
2023-12-27,1188912864.632137,1307519805.1651251,1295428811.1140256,1099695381.366785,1022160548.5379843,1100156427.6955607
2023-12-28,1199320739.556589,1315624669.4673758,1306076051.0644898,1109149850.2551363,1032778588.2580386,1108958413.9566126
2023-12-29,1197056893.5277774,1314312389.396484,1306865506.2407436,1103273812.7319124,1029204730.8944093,1104237781.9590678
2024-01-02,1224269711.1974435,1350609416.6661599,1334688242.8270187,1134543413.5587254,1053585494.6852217,1111949444.941158
2024-01-03,1212432459.6222897,1332516285.6316972,1324088738.8390646,1104842356.6391454,1030672516.4108824,1105193399.492611
2024-01-04,1234566277.3126616,1356858190.4629824,1348260588.9940891,1125787543.4119458,1050211693.4164886,1117441984.6003978
2024-01-05,1225244179.9653172,1346618921.1106331,1338080132.3777456,1119741334.6259608,1044571349.4461148,1116053633.2000363
2024-01-08,1217807613.9797602,1338442680.2529986,1329958816.0270848,1113891910.6591585,1039114599.6483759,1105874267.7182167
2024-01-09,1221832013.3030937,1342863918.3775322,1334353806.3775752,1115912145.23776,1040999205.273004,1093215782.7389824
2024-01-10,1229210315.8429475,1350974071.181065,1342411432.5052068,1115786754.4541452,1040882261.4190097,1097329460.4504821
2024-01-11,1225730716.416445,1347144986.091892,1338611442.4684484,1115838346.3133144,1040930380.0974064,1096216080.7671037
2024-01-12,1240377841.5320697,1363240748.7539132,1354607170.1801472,1127265282.3984003,1051590250.7916409,1099431003.5244422
2024-01-15,1255165763.8661852,1379501769.6651566,1370756630.3939579,1138726525.72307,1062282125.6664896,1096829040.0973856
2024-01-16,1251405076.9310882,1375368109.428671,1366649687.4779425,1134584571.319644,1058418212.5191724,1099681361.9736876
2024-01-17,1237066169.7589686,1359606751.8743207,1350990484.3694015,1122350764.72774,1047005656.4555839,1093281319.2711508
2024-01-18,1227294339.177836,1348867042.3458428,1340318917.1221662,1116528731.926406,1041574429.6469692,1101226956.5694444
2024-01-19,1220395183.119937,1341283285.3033648,1332784535.3554866,1113043958.2078934,1038323560.784944,1097345399.7654326
2024-01-22,1198924793.5768142,1317680831.0427268,1309337267.898039,1097516801.3338542,1023838718.7630765,1100461943.5881698
2024-01-23,1181046337.4158928,1298037183.132578,1289812695.9930754,1078684657.449943,1006270735.2328511,1101722261.514487
2024-01-24,1174608953.3771245,1290958642.7273166,1282782581.0991578,1078092402.3162374,1005718228.6241045,1097409379.4342804
2024-01-25,1188106034.2205603,1305799403.247215,1297522391.4331255,1079798467.6636653,1007309784.7200867,1089851030.4211094
2024-01-26,1189590190.400871,1307429937.9825082,1299143189.661857,1083037946.37601,1010331815.5288525,1083632918.318054
2024-01-29,1190954019.0063639,1308928279.4958866,1300632512.659782,1088766437.2623587,1015675770.1294563,1086682739.4270446
2024-01-30,1193499818.5690038,1311729342.1293273,1303412823.6217618,1092069540.040511,1018757124.498865,1092003060.3484707
2024-01-31,1196158498.403544,1314654440.3538163,1306316286.6454687,1098182624.560287,1024459845.0101713,1094390621.455356
2024-02-01,1196533169.5262275,1315055505.5590973,1306725435.2654462,1096697423.937506,1023074366.0958965,1093442417.5566735
2024-02-02,1200142006.0817246,1312153670.9095457,1312580856.0785618,1092943612.5446312,1016069903.2831141,1099073740.4605055
2024-02-05,1203110208.7205846,1316559503.0187216,1303315265.2259278,1092660785.9062989,1012707132.9225513,1092974691.3333127
2024-02-06,1209325544.8519006,1324269280.322071,1313833338.971641,1097997359.6006644,1019692203.2765768,1100382988.3769033
2024-02-07,1212961904.9404051,1334449597.7822173,1323830133.1434367,1104572618.1515832,1021850553.0140338,1098522091.8905215
2024-02-12,1232296439.1954675,1350612816.57184,1332662871.686231,1124856736.8267589,1039796132.3390738,1108014139.2844064
2024-02-13,1225460330.377803,1345511213.3166308,1325440969.460895,1114311852.9825268,1031690147.5446643,1094663962.1726696
2024-02-15,1243503748.7196717,1361663151.4058814,1330706328.1797144,1134451603.881928,1045516812.1276841,1108866188.3389456
2024-02-16,1252846915.352477,1373954298.2121634,1346771676.4263935,1140467451.9306545,1044860187.6845411,1113764895.845844
2024-02-19,1233815275.9059458,1359739373.6888783,1330778659.022429,1140100748.9177473,1033102702.4292867,1107867349.3141646
2024-02-20,1242533899.0131133,1357439179.7145097,1332337333.808734,1145763901.7215495,1033643023.9831889,1116354552.6390316
2024-02-21,1243635056.079576,1356767874.938063,1330263692.9012134,1143514842.6948617,1029358874.8984003,1115810984.9310458
2024-02-22,1233710459.2256331,1350152019.3569946,1330922918.294849,1135708778.6035695,1033923840.4271053,1114386084.3108213
2024-02-23,1225053581.3005536,1342914473.8885312,1318021303.236218,1128928468.2815928,1026674332.1079166,1107623366.5908995
2024-02-26,1221595676.9984734,1334071917.317009,1309230056.2448478,1126084072.9264212,1020319774.4551992,1105911928.983309
2024-02-27,1230487438.7443717,1340292703.1692786,1316985948.5350747,1121296370.4133594,1033971340.2660552,1106138712.0736976
2024-02-28,1233241835.5539734,1347487193.034975,1324717397.0941043,1129252869.3081226,1037119987.0364294,1112715940.6494048
2024-02-29,1228929524.6428242,1335555550.4496934,1317817402.7966743,1115903164.5415819,1031227091.7447362,1110814195.0349405
2024-03-01,1229871190.9092865,1343173053.5161142,1324398206.9893646,1115414956.949545,1038254611.976165,1110175955.2097838
2024-03-04,1225437345.7717848,1361531328.0374901,1344032303.1836648,1113168102.2322176,1040259892.1542948,1104837841.5646923
2024-03-05,1221491423.6219382,1379098658.9808207,1350502147.3526971,1111339824.2493136,1044860692.0851805,1100390846.8298557
2024-03-06,1226099132.2654736,1394046225.910276,1366937960.7672088,1116351060.07702,1048956821.3175061,1112892755.8408322
2024-03-07,1212675992.0137753,1401910891.7806208,1370114542.7313612,1104079281.0405505,1044396471.0624957,1119598092.0269322
2024-03-08,1223314060.3986275,1413421975.7400138,1373553238.8090355,1113574879.5794377,1057140876.82291,1120804142.1460695
2024-03-13,1225863153.486422,1399360678.8721623,1351183613.0372787,1113003627.6481955,1051309818.0496672,1126771080.3000448
2024-03-14,1242948919.595079,1423492002.7767081,1383958783.3524303,1130820248.1206677,1067128634.6539578,1128609439.33645
2024-03-15,1232039565.2403157,1415542984.9724183,1374975725.5371552,1117053965.569303,1058699358.3940082,1112627570.1218655
2024-03-18,1226750514.1013348,1405883998.3005986,1369276399.4082258,1113179167.0742404,1056049048.6328852,1108739934.137268
2024-03-19,1240151866.8015687,1421464102.6588902,1383687347.7651868,1123411489.405034,1070739124.5003814,1113947271.263417
2024-03-20,1254916207.2316785,1427840857.985888,1385588334.4571106,1139627561.9657083,1078003493.5286524,1113094258.4363458
2024-03-21,1251656865.6449947,1433063763.3890429,1395350697.147721,1139606754.5327065,1077075559.6580656,1114191253.9866822
2024-03-22,1256904431.6484108,1432400542.967318,1394298488.423768,1143359077.5286963,1079714618.2037838,1115982684.7144194
2024-03-25,1267376933.2389753,1444520743.3886952,1382241353.0087492,1154629774.0688643,1088703703.662432,1120174428.0010023
2024-03-26,1253306051.7777202,1448549287.1483479,1378117522.9390092,1142698479.2197778,1079625487.1959763,1118337922.3733122
2024-03-27,1257377328.3919377,1449631174.9396086,1370392293.6623087,1145515865.1240764,1084837351.9549181,1109900316.2656631
2024-03-28,1261546930.3174472,1446486161.6727717,1357846541.5853655,1142822301.5023365,1094880070.0573618,1106669528.329723
2024-04-01,1230688542.0882266,1404134707.2872314,1346736975.2465823,1119891691.2286332,1060586309.6009059,1093953365.2712724
2024-04-02,1234463978.7333918,1419334642.6806655,1333127260.5137036,1122684341.5939386,1070684576.8331738,1098800251.4704945
2024-04-03,1226123772.6487985,1409748094.3567977,1324140118.86697,1115860852.0236585,1059616731.9447659,1088150861.5385072
2024-04-04,1225792718.6771667,1409377573.1792145,1323774511.2374387,1116904488.985527,1059081924.6363242,1101444398.4799085
2024-04-05,1228855893.751627,1412888785.58714,1327092137.6433258,1121083425.3054445,1058371272.1540227,1106376319.0709827
2024-04-16,1233852448.230534,1418684981.302234,1332545424.9914567,1132295919.7948747,1035851692.9882936,1087841564.6921194
2024-04-17,1229376441.773826,1413534411.9416652,1327703356.0247164,1126901603.4258957,1033662087.4401585,1082684417.8739772
2024-04-18,1239239489.2305074,1424885109.849431,1338348469.5962992,1122908430.1946688,1038321860.7700267,1088146265.0848937
2024-04-19,1222739405.1212363,1405937494.7155232,1320537032.1382313,1112158271.181161,1016100929.9088724,1076076126.1682036
2024-04-22,1224913062.2055595,1408419283.0843718,1322862856.502462,1120108352.0016732,1023822795.2419765,1074026849.2200115
2024-04-23,1222455851.115188,1405582776.755083,1320206267.7423143,1115205459.4212158,1025552628.5725191,1079643567.2631679
2024-04-24,1217313758.3330972,1399663317.4091475,1314611302.9222648,1109763075.1993604,1033237826.020237,1089318286.6200202
2024-04-25,1203659271.4947891,1383946311.5723796,1299854417.1652842,1090117219.1195927,1036606555.3776667,1086397166.212211
2024-04-26,1185025193.9656703,1362527394.7264526,1279750123.1867285,1074754434.6676493,1019269788.5610774,1068296035.3363492
2024-04-29,1219009682.009296,1401608922.5562854,1316467053.9200437,1099100986.7840981,1041360234.3972205,1086471599.1062124
2024-04-30,1227311410.9459372,1411146463.0892491,1325440839.9934196,1107824348.9366493,1050185667.9618148,1098377081.1926463
2024-05-02,1173357404.3819294,1349083201.2257283,1267207950.5411577,1051514111.9187372,1005996711.1816256,1080647447.559654
2024-05-03,1185509396.3875277,1343600080.9518495,1262002867.6701634,1113559796.9888308,1028442066.728178,1083274024.254448
2024-05-06,1194959389.5079217,1341230095.2161512,1259776793.2138882,1099345436.304432,1018750288.5468856,1083451061.854921
2024-05-07,1183222026.4682074,1325937186.7862816,1245412600.1298478,1093855041.4229844,1017307048.4230686,1081586829.232852
2024-05-08,1194768003.389665,1331535369.8078084,1250670826.1079874,1101911704.297008,1021195300.8134485,1076300536.8954368
2024-05-13,1197908089.758563,1332879055.5151448,1251932906.26111,1101446673.8341675,1018441654.4232006,1077889649.5278256
2024-05-14,1190255017.421797,1339155445.0284822,1257828122.970233,1096098308.3664517,1014103569.3378177,1075536561.8230426
2024-05-15,1186063336.8406181,1344459327.870103,1262809877.5409636,1090016192.784572,1014457703.8099409,1090122666.0024052
2024-05-16,1199328574.0690706,1363951705.1853042,1281118507.261744,1106939964.6424093,1028296510.0878483,1100274823.4442859
2024-05-17,1212481101.5683389,1377752560.302629,1294081243.8788056,1113263607.0508237,1042010642.9424717,1110985301.7275252
2024-05-20,1209843554.9235852,1361304216.7883146,1278631829.4268377,1125625437.2120028,1045328931.7245736,1103310706.9197385
2024-05-21,1193984368.9561417,1334936990.4527338,1253865893.3525918,1118777868.81139,1026257094.9075241,1091064938.9931989
2024-05-22,1202726076.9798439,1340402311.612791,1258999318.1535437,1125796053.585616,1031960857.7497346,1096583203.9654052
2024-05-27,1175536354.0317879,1309411805.7744641,1229890828.9424865,1101182057.0457902,1007713803.0961825,1089604749.4710371
2024-05-28,1178176808.9257336,1311368153.5020447,1231728350.373871,1109031738.7429683,1019920086.4610503,1101327040.6400638
2024-05-29,1165899591.9220295,1288767164.0642219,1210499907.772153,1096061063.231573,1006447202.0437868,1084109837.4486423
2024-05-30,1166663206.8750248,1280950720.3290327,1203158136.5815847,1092905762.8568716,1003998524.6333807,1068002529.5322145
2024-05-31,1166825787.6571128,1273067813.9912455,1195753950.7197642,1087893616.0014515,999993384.7848946,1058375479.8475164
2024-06-03,1218046358.3318863,1326176200.416348,1245637138.8974571,1118055175.564156,1027002620.0351217,1068313605.6509691
2024-06-04,1219592428.3709977,1332886034.875402,1251939405.2516983,1123560683.099972,1046450325.8055053,1077897359.7080808
2024-06-05,1205265805.2255569,1317230377.009943,1237234520.8656855,1116679975.4517355,1042121684.660272,1054873352.875675
2024-06-06,1216460803.152908,1329478361.7508278,1248738681.2767158,1126982113.2083156,1049357373.0700994,1059007269.8103445
2024-06-07,1220910498.2335436,1334332716.5635152,1253298229.4550347,1120082329.862565,1046312118.1445396,1047324345.0424284
2024-06-10,1203689326.2653806,1315508576.0955908,1235617285.4756794,1106093849.9059339,1031876137.3982357,1050907206.4979028
2024-06-11,1173460513.7799196,1282468111.7505517,1204583379.8122394,1078832663.5852222,1005171374.1446396,1040908066.4795467
2024-06-12,1164218062.6002862,1272364742.3144662,1195093591.474383,1080458491.9374213,1002601363.0714294,1040058760.469906
2024-06-13,1179146640.4718282,1288679884.3004265,1210417909.326618,1083091036.2880511,1009838940.2116044,1037244841.2221823
2024-06-14,1149007726.027637,1255734053.3249302,1179472889.9520867,1046212457.6468196,981894848.2791247,1022557911.6087143
2024-06-19,1149124325.066049,1255860621.0365264,1179591771.1724312,1049085412.4799857,990650574.9830406,1021356457.9431909
