tanggal,Trading_Old,Trading_Optimal,Investing_Old,Investing_Optimal,Hybrid_Old,Hybrid_Optimal,IHSG
2022-05-20,1237144608.5442984,1288232339.2805867,1409758987.6886008,1091754443.271371,1233044969.9614184,1086136838.8573966,1050390402.011764
2022-05-23,1221360283.7764406,1270615690.223835,1385339241.2853959,1083767760.7270226,1217323067.526901,1078191266.582621,1038643349.302303
2022-05-24,1233552040.5317888,1295383278.3603678,1399840870.5869052,1103512904.0631752,1245411579.454848,1097834809.4885166,1049782632.2258847
2022-05-25,1237156886.7669437,1296285865.168534,1393925709.2355583,1102121920.92427,1229823765.1599135,1096450969.686458,1045130947.0325445
2022-05-27,1271688809.878681,1323747231.613829,1420823769.6588867,1124276441.105676,1255133306.8581443,1118491489.4674757,1066805153.3658645
2022-05-30,1266070385.1339314,1321976733.2400842,1416520200.985309,1126008892.5701277,1244556615.7497535,1120215023.6708102,1068522225.335949
2022-05-31,1295280089.963537,1349145549.1017363,1420120740.044789,1138898390.3924985,1270364025.4499862,1133038183.3934295,1085437026.361403
2022-06-02,1282793155.3226218,1340551775.2608414,1449334996.8030272,1129287604.2611601,1247238896.4283092,1123476834.2431965,1085399513.3690078
2022-06-03,1298553668.9708452,1367734222.9588215,1455408140.1313214,1136430176.5241437,1288447460.3661594,1130582670.7496638,1090597879.9969754
2022-06-06,1285283887.8819838,1349602585.3926568,1427861354.778677,1137202355.6713119,1311283451.6726243,1131350876.6639853,1077482863.3830197
2022-06-07,1282550713.7959163,1363683978.2210894,1450304469.3902514,1142736948.9060411,1303519343.458923,1136856991.6407044,1084233719.2871642
2022-06-08,1299257368.700279,1381557942.5421197,1482710464.9023597,1166504264.053829,1313238311.2695525,1160502011.9789803,1092169792.9964876
2022-06-09,1281554044.9112673,1362623767.8371983,1470247405.825912,1145683379.2705166,1304286600.3807445,1139788261.1278863,1090578011.4555488
2022-06-10,1240196777.5016918,1318208967.8967426,1438941924.7133026,1112079283.5230172,1274728671.0969543,1106357075.3829913,1075974559.3706121
2022-06-13,1214811688.1282253,1298461837.352402,1439343468.4301128,1089363816.844599,1246688964.718196,1083758491.2007515,1062126630.8143286
2022-06-14,1232430391.133613,1307226262.8280072,1453260706.4254909,1113823145.3625546,1255376779.4933417,1108091964.1691647,1070392314.7295581
2022-06-15,1211417873.2924654,1273361412.730914,1446495421.1919951,1088368470.6313157,1220151126.5577774,1082768266.5637684,1063889074.2297605
2022-06-16,1241178953.6553893,1301688722.1816163,1451054291.457766,1111418116.4946053,1239915159.1002157,1105699310.3755217,1070459778.8067904
2022-06-17,1238826134.250349,1291864979.2061124,1418624529.2298162,1101925101.7095277,1217325744.0051522,1096255141.9276605,1053248284.1142116
2022-06-20,1248671169.718079,1303880042.0658562,1447079907.33321,1112894959.2408252,1223269895.1862948,1107168554.0145965,1059231977.082972
2022-06-21,1274319318.4344273,1322385254.5987732,1463777714.084392,1122467107.1434515,1251214817.8337703,1116691448.4034233,1069510018.0447873
2022-06-22,1242467538.648519,1298586397.6745353,1438344579.12609,1101448955.0280135,1254968245.7798448,1095781445.2682433,1060436618.6114856
2022-06-23,1247733441.987073,1316013198.2647076,1446561430.8350878,1103078638.9605906,1250768164.347177,1097402743.651111,1062555583.7273681
2022-06-24,1243180599.8657424,1312852881.608701,1453918326.4542418,1093428318.6165645,1249554379.2062433,1087802079.074166,1069337873.4433221
2022-06-27,1234662274.1781492,1304723873.7725031,1446012992.0339694,1085913191.3482652,1238907542.585245,1080325620.928011,1065256370.9071176
2022-06-28,1237845026.041361,1314768754.6934178,1449560571.4641886,1098720740.533734,1241370255.1166043,1093067268.832779,1062280612.0103852
2022-06-29,1215856911.6874518,1292847430.7660282,1430508731.877343,1075604186.0983129,1225272182.2091131,1070069660.7098577,1054065785.6302999
2022-06-30,1205010846.8667946,1280519798.364239,1416656254.180328,1067574093.6623706,1209003041.9627764,1062080887.1340741,1049394083.6228359
2022-07-01,1192564791.0534844,1251642715.6462939,1401185741.8885374,1035288185.9995722,1181063443.6741073,1029961106.710622,1031591277.4137684
2022-07-04,1176565959.832858,1214797547.0758953,1360926501.820121,1019016401.8056997,1166628448.6837425,1013773049.0592536,1008033711.2804387
2022-07-05,1192170315.9900608,1258585107.7029874,1359683757.9097135,1041383277.7601328,1185350058.5381968,1036024836.1689433,1017765219.0803238
2022-07-06,1176878346.2038562,1235226823.537858,1341261749.3961687,1014797915.5738934,1165946240.668224,1009576269.0643264,1009132708.5121874
2022-07-07,1174474117.283651,1230115558.3387089,1349752002.5374165,999998380.9612308,1164231597.614153,994852885.512962,1010070533.3220648
2022-07-08,1176676620.708953,1232434538.8060584,1354964737.1324725,1007341915.8383553,1166935887.825241,1002158634.203623,1023375857.9428943
2022-07-11,1167262311.004596,1227852214.500765,1339408819.6068869,1006292305.8442901,1159268981.7502668,1001114424.9817392,1020631626.8628612
2022-07-12,1162404468.5773246,1222600816.353731,1340599355.9325082,1007434697.5426575,1162707228.0567546,1002250938.4992961,1020046913.4813986
2022-07-13,1133386071.0847065,1215440265.9024558,1310772744.8195682,990754832.1017001,1152549777.7256908,985656899.3690389,1008309795.0426507
2022-07-14,1149046752.2288444,1225167049.2332306,1331098488.0609753,1011431540.1282202,1177788624.6330163,1006227215.3162516,1015764204.895075
2022-07-15,1127707831.4231222,1195553034.4320893,1310785751.2119699,996672827.002298,1161413149.7148957,991544443.2045085,1009966964.8430609
2022-07-18,1128903590.8797896,1185267920.1509979,1314483843.9916553,1006902594.9440457,1176747781.6366687,1001721573.8366377,1011082642.7532462
2022-07-19,1145065956.776403,1213656666.074645,1319007004.4231856,1018917302.343621,1180227582.3954804,1013674459.5138705,1022749183.3881202
2022-07-20,1171075482.5870533,1230892349.228229,1354206886.5765412,1053598131.831502,1215536374.9565911,1048176838.6625392,1043800792.6658394
2022-07-21,1166751719.1818447,1236475103.6084392,1347702438.6896238,1050440679.9920769,1213497413.3385668,1045035633.503495,1042189513.265217
