tanggal,Trade_No_Buffer,Trade_Buffer_8,Trade_Buffer_10,Trade_Buffer_12,IHSG
2022-02-21,1029842904.8473577,1024099137.3812122,1021489572.1695402,1043553885.0035591,1048085725.3426212
2022-02-22,1016226420.202556,1011251054.3360217,1008674230.4296548,1036889114.0699551,1041865092.6037132
2022-02-23,1035337715.0828154,1030265644.2466686,1027640368.2360432,1058572340.6130004,1050680719.9529086
2022-02-24,1045798818.2241496,1040667737.1555142,1038015955.009732,1073095851.4036088,1035158051.2815951
2022-02-25,1053682483.4316617,1048519601.7239842,1045847811.8177148,1081340361.449308,1045839542.2525293
2022-03-01,1069039605.5152494,1063802432.4933004,1061091699.5799358,1097222181.3927295,1050890970.6375579
2022-03-02,1063050754.9791056,1057841165.1222262,1055145622.4364467,1097755642.7819839,1042837983.9064815
2022-03-04,1121661277.332702,1116178813.6049843,1113334617.6040523,1159737873.0253847,1051936663.8346583
2022-03-07,1139595177.4509017,1134045601.3648505,1131155878.0363574,1173648150.6913059,1042938809.3405869
2022-03-08,1115173968.4324553,1137551339.9437268,1145206698.0302732,1148270875.9247932,1034605883.7571709
2022-03-09,1136584057.1155243,1146951546.6507094,1145963782.649122,1154885022.5063803,1042236589.8465823
2022-03-10,1125875817.5354996,1141856320.9893537,1137475693.5454125,1144286300.7507534,1051280705.4221843
2022-03-11,1138381616.2577906,1164004704.8031957,1154815737.1842024,1162688516.9130478,1051067266.8745451
2022-03-14,1124267892.8340669,1160112307.8850648,1151258155.0649638,1140830932.7120469,1055561783.0088387
2022-03-15,1098925715.894175,1127351041.1724658,1144307547.8122406,1139066697.18582,1050396629.465047
2022-03-16,1125329805.4531286,1154421084.2525976,1166505958.502931,1156343348.0416715,1061664019.9990215
2022-03-17,1122717283.1063018,1151722985.593025,1144257325.282874,1138908824.911742,1057411188.3611865
2022-03-18,1126232030.9388766,1155315632.5766306,1144085091.4698975,1135300030.8135486,1055980949.9238621
2022-03-21,1128140928.967752,1157270667.2329469,1145349942.0129244,1135673058.3280187,1056013792.3262949
2022-03-22,1143552512.1339118,1159613767.4466178,1150581105.084612,1147128176.21326,1062943465.1032795
2022-03-23,1137509098.8692656,1154438107.6431184,1147670031.0835733,1148454547.3428237,1062228864.8390574
2022-03-24,1170884579.1179452,1178932725.5070598,1167457772.3153043,1168068885.7334154,1070362437.7810695
2022-03-25,1164946231.3908703,1159420272.4709954,1154942587.8754017,1158385145.611833,1063203164.7324494
2022-03-28,1184672797.450081,1186404888.8527386,1182773148.3188155,1171206329.9950829,1070349982.8745036
2022-03-29,1170733672.9098978,1168153905.3349168,1163064600.9933586,1161808886.870533,1064593443.6778747
2022-03-30,1190663852.385255,1188040238.5123546,1161758049.681224,1166327060.5787778,1070894588.4913698
2022-03-31,1197485185.0644665,1194846417.7845373,1158643893.591732,1177193965.302354,1073665805.2022959
2022-04-01,1201949850.2735698,1199301422.106296,1170131456.0055811,1184362439.9095812,1074776886.6588676
2022-04-04,1209723250.6636386,1207057865.584102,1178127957.1284022,1193428228.0508733,1080464182.5058978
2022-04-05,1250082955.16227,1231461525.9371421,1214875509.4511223,1230094523.863986,1085335088.8820684
2022-04-06,1250840686.6656108,1224557635.9712439,1215599180.9364097,1230840186.4504642,1078641911.0571399
2022-04-07,1252588838.9096107,1221696574.5448413,1217305701.744618,1232560338.8083155,1082157011.8899877
2022-04-08,1295885855.4726167,1239382347.7811356,1259374482.425691,1275165172.7271333,1094830027.593549
2022-04-11,1267257837.9328518,1222505202.981084,1231561913.8384757,1246994898.0009544,1093760981.4466374
2022-04-12,1288548252.1980724,1233126312.557205,1250885980.7765822,1268624159.972194,1095429123.4266415
2022-04-13,1290920803.165577,1249865737.6707165,1267863012.577778,1288384282.2274766,1102716429.9493058
2022-04-14,1270569925.9312537,1230254175.3209085,1247962877.4892015,1270088457.3508637,1098579844.1060863
2022-04-18,1295065014.501914,1252132365.1957128,1270190494.1029415,1295167911.2275977,1104616173.8823576
2022-04-19,1276455268.9060018,1235883214.7978354,1253677054.809495,1273415931.4781585,1093068325.541603
2022-04-20,1309727900.4178894,1268097899.9891152,1286355575.0567706,1302179052.1335158,1097339320.584847
2022-04-21,1318944974.8195443,1277021963.3443487,1295408076.2762175,1316934447.5785382,1104753400.263629
2022-04-22,1305987866.131018,1264476874.2421856,1282682340.672717,1306764443.8216026,1097072726.2752564
2022-04-25,1315934303.0115902,1274107133.92102,1292451228.7752662,1316404281.369631,1095611054.0261228
2022-04-26,1334456119.4067197,1296552975.5328164,1271716127.410478,1324280931.4722455,1098066746.437378
2022-04-27,1335259853.3707924,1296540590.7978117,1288580725.725158,1331485854.5105312,1092693640.4357438
2022-04-28,1371974649.873948,1311651316.7541604,1297947983.7250867,1330870762.95104,1097575000.0370684
2022-05-09,1334828503.3415236,1268086817.2062159,1227808754.7727904,1254875928.93314,1049116072.31556
2022-05-10,1346796190.7781522,1270128989.2600925,1241374418.5237706,1277513947.6284666,1035457784.5390129
2022-05-11,1380481575.4749978,1301899008.1212788,1272365198.3200157,1309387458.080696,1034912585.8313577
2022-05-12,1326116109.137597,1250624078.9136958,1222249295.0208158,1257800856.0526931,1002061880.1274554
2022-05-13,1341685795.32488,1265297899.674275,1236555894.3169792,1272521169.3896878,1001781496.457024
2022-05-17,1347191655.269151,1270494741.017478,1241644830.8108244,1277767290.8762507,1008837645.8447319
2022-05-18,1391893970.4728932,1312664582.0495524,1282858187.0136583,1320180393.404152,1031452494.1691762
2022-05-19,1385372151.2878323,1306517003.2879188,1276890320.468158,1314036810.8751905,1035995421.3391101
2022-05-20,1397707208.4978192,1318155491.611712,1288232339.2805867,1325710139.5162005,1050390402.011764
2022-05-23,1378576391.1371994,1300110980.3097212,1270615690.223835,1307591926.6325107,1038643349.302303
2022-05-24,1405466831.3514442,1325470917.8093758,1295383278.3603678,1362542647.101059,1049782632.2258847
2022-05-25,1406446123.417679,1326394469.9973743,1296285865.168534,1348791511.915453,1045130947.0325445
2022-05-27,1436241184.1140752,1354493677.0648932,1323747231.613829,1385567815.0685987,1066805153.3658645
2022-05-30,1434320221.8216147,1352682055.5327148,1321976733.2400842,1377268882.4070802,1068522225.335949
2022-05-31,1464762459.2528763,1380481916.5990543,1349145549.1017363,1414043665.6921597,1085437026.361403
2022-06-02,1455682062.5893424,1371688536.677237,1340551775.2608414,1405036420.9870775,1085399513.3690078
2022-06-03,1468638813.344349,1399502346.3289442,1367734222.9588215,1433526282.4966595,1090597879.9969754
2022-06-06,1455807311.5787826,1380949568.3915896,1349602585.3926568,1414522603.8085802,1077482863.3830197
2022-06-07,1453538552.6954274,1395358027.2660892,1363683978.2210894,1429281320.5120194,1084233719.2871642
2022-06-08,1463700817.5957935,1413647147.027512,1381557942.5421197,1448015077.1944683,1092169792.9964876
2022-06-09,1449289643.0241835,1394273191.5612047,1362623767.8371983,1428170110.7928247,1090578011.4555488
2022-06-10,1404181647.6484327,1348826776.8374813,1318208967.8967426,1381618824.0089045,1075974559.3706121
2022-06-13,1378937896.2823312,1328620983.1487827,1298461837.352402,1360921796.0079722,1062126630.8143286
2022-06-14,1383956611.0615587,1346940288.2867825,1307226262.8280072,1372689937.1846478,1070392314.7295581
2022-06-15,1347675967.808548,1323963584.8110254,1273361412.730914,1342324766.1926267,1063889074.2297605
2022-06-16,1374055081.7811587,1356488299.3990698,1301688722.1816163,1370355608.3775911,1070459778.8067904
2022-06-17,1363972744.3583186,1353925561.4157002,1291864979.2061124,1351369908.383748,1053248284.1142116
2022-06-20,1372113473.3882136,1364679099.4074576,1303880042.0658562,1386516981.0802948,1059231977.082972
2022-06-21,1400732487.7804844,1393339217.1740427,1322385254.5987732,1393978248.2595708,1069510018.0447873
2022-06-22,1378533724.7075849,1369890553.3439248,1298586397.6745353,1370509385.265015,1060436618.6114856
2022-06-23,1390787586.5905995,1375645721.5849593,1316013198.2647076,1376273134.1188629,1062555583.7273681
2022-06-24,1395805555.9073288,1379529337.5095499,1312852881.608701,1380170180.9511878,1069337873.4433221
2022-06-27,1390361038.6271098,1374991456.146172,1304723873.7725031,1375630773.5563188,1065256370.9071176
2022-06-28,1392715476.0601203,1380480870.7531898,1314768754.6934178,1386479656.8425622,1062280612.0103852
2022-06-29,1375030978.4542296,1362956398.5827508,1292847430.7660282,1363368354.2711728,1054065785.6302999
2022-06-30,1345119251.9216065,1333316614.1431396,1280519798.364239,1350370226.051177,1049394083.6228359
2022-07-01,1311754379.735315,1300256961.9644182,1251642715.6462939,1319904118.4564235,1031591277.4137684
2022-07-04,1270890366.3853915,1259752693.3164496,1214797547.0758953,1281029865.1686664,1008033711.2804387
2022-07-05,1319069409.417613,1307508006.4427881,1258585107.7029874,1327225499.7279534,1017765219.0803238
2022-07-06,1321353271.7343369,1309771857.8396943,1235226823.537858,1302593327.8977025,1009132708.5121874
2022-07-07,1307755506.8983042,1296293263.854515,1230115558.3387089,1297203311.711028,1010070533.3220648
2022-07-08,1307635925.3524375,1296174726.0794742,1232434538.8060584,1299648762.8825738,1023375857.9428943
2022-07-11,1304868590.1364012,1293431646.867752,1227852214.500765,1294816529.8795502,1020631626.8628612
2022-07-12,1297052651.308335,1285684215.853936,1222600816.353731,1295159438.7138782,1020046913.4813986
2022-07-13,1286836279.9031467,1275557389.129613,1215440265.9024558,1274047147.278917,1008309795.0426507
2022-07-14,1296544239.1205325,1285180259.8224626,1225167049.2332306,1291650831.4939451,1015764204.895075
2022-07-15,1261444332.9736423,1250387998.0764167,1195553034.4320893,1260073588.2045333,1009966964.8430609
2022-07-18,1252472293.396254,1241494596.8202279,1185267920.1509979,1256380298.0766733,1011082642.7532462
2022-07-19,1279919079.9365113,1268700817.1681004,1213656666.074645,1277141440.937448,1022749183.3881202
2022-07-20,1298096356.2744129,1286718772.9164653,1230892349.228229,1298171668.1179018,1043800792.6658394
2022-07-21,1303987457.8527665,1292558240.038752,1236475103.6084392,1288549487.1506858,1042189513.265217
2022-07-22,1304727464.8910902,1293291761.047188,1237180176.643059,1290250466.1337678,1045655980.6533786
2022-07-25,1313586471.6192021,1302073120.1592107,1245578535.4722166,1274011071.5676508,1041320486.9868468
2022-07-26,1288867735.6423006,1292874043.0970957,1236781888.7009463,1273667741.4412498,1043314013.4008864
2022-07-27,1287275727.648137,1292669806.5027218,1236586515.4722579,1275844496.7941973,1047364675.2160705
2022-07-28,1286151100.7342668,1277828553.9546957,1222389162.8037457,1269235013.4633238,1056262149.094128
2022-07-29,1283523800.996349,1282998536.3078868,1227334838.6106882,1270830276.9209359,1055397645.1330229
2022-08-01,1283155903.1132135,1295292630.5054586,1239095547.363318,1273309717.699195,1058079008.5894375
2022-08-02,1272191837.0008564,1273853204.431449,1218586287.35643,1276100314.4750242,1061020590.6294621
2022-08-03,1293822272.791921,1285503904.4411201,1229731514.4615862,1291851699.0022807,1069899308.0113221
2022-08-04,1296825220.5591245,1291453053.3916478,1235422555.8697965,1294628357.930475,1071525933.6361063
2022-08-05,1305175396.6519353,1297803548.7349672,1241497531.0034318,1301914996.5123818,1075671934.7955987
2022-08-08,1287769838.940899,1277449320.6583817,1222026383.8311796,1288602327.8043575,1076005103.5462382
2022-08-09,1296208564.7444685,1279567975.6586735,1216459356.0472927,1288044506.9578767,1078439074.0073514
2022-08-10,1324485485.4385679,1299794510.6694944,1233521326.0750613,1307528942.5680223,1075911988.292388
2022-08-11,1322940995.3681858,1304484602.3859825,1253712027.096962,1325358284.2588453,1087170111.7827866
2022-08-12,1331071861.995953,1310936294.604817,1251939814.5042248,1324318117.5948632,1082446959.1493893
2022-08-15,1326824928.3705344,1304753206.151434,1250761472.2136388,1327137687.4773586,1076980886.1666024
2022-08-16,1358142855.7307816,1336872218.093118,1276445172.9073784,1357034392.982142,1083081047.339024
2022-08-18,1367720709.7427144,1346300129.5723891,1285459855.9481368,1364366056.2383623,1091144042.4771624
2022-08-19,1369253508.8286204,1347808932.4920645,1286899851.6990201,1364390898.547192,1088999574.457359
2022-08-22,1352365474.6250074,1331185282.6293504,1271010895.2789035,1352720155.6372657,1079213872.9866421
2022-08-23,1414148031.6158004,1393032306.7550642,1330073700.31954,1412694598.8523643,1087607442.1032186
2022-08-24,1437725388.9051483,1413211864.374739,1349341249.2784946,1434827451.9282782,1092381155.7263658
2022-08-25,1439663074.8892243,1415687043.4405441,1351704561.3155518,1442482513.0403955,1089268911.811848
2022-08-26,1448222866.114866,1435602635.0828264,1370720068.2202928,1459195291.9472928,1083353572.556503
2022-08-29,1487843902.823068,1480201425.2944903,1413303226.159249,1512731505.5061626,1082867238.1096418
2022-08-30,1462204290.2934356,1450927365.960463,1408880624.3375623,1503389222.8395383,1087031699.2199373
2022-08-31,1453550346.4225698,1442340244.461467,1383027945.1885214,1475798032.9536977,1089934211.4042463
2022-09-01,1433431876.646061,1422376984.5673268,1375717448.6252077,1467993995.8508198,1086064664.688709
2022-09-02,1441925852.5936923,1430805433.262944,1382139500.6955504,1474840524.1177511,1089720031.493121
2022-09-05,1448827851.743979,1437654155.1572654,1421658961.0109348,1517004157.126101,1098025749.0365982
2022-09-06,1440280413.810306,1444536235.900895,1395013602.3879158,1488578113.5877142,1098218874.2247193
2022-09-07,1430320831.6215212,1428314998.3868403,1391998959.6654024,1485361276.7373824,1091174215.9710455
2022-09-08,1438737472.4343052,1432343007.6747444,1394565142.61622,1488099575.2017798,1098046136.5324652
2022-09-09,1444364182.6283076,1434341902.63248,1394143413.8354394,1487649560.9000483,1099661419.2959123
2022-09-12,1452799281.6117465,1440291238.179513,1395861367.4443746,1489482738.934125,1101454258.614273
2022-09-13,1485380593.6708345,1471142648.4055166,1441952058.5436907,1534096984.1780193,1111103475.0672047
2022-09-14,1489102989.164688,1474822088.1097283,1449456902.8535604,1529596518.4258738,1105039640.7056003
2022-09-15,1511993743.449245,1497499726.4596534,1479536952.0264678,1562403819.6401775,1109218484.2675257
2022-09-16,1483834547.0316863,1469611520.4985397,1437648145.438273,1518509385.300088,1088458453.2488773
2022-09-19,1497397152.719601,1483038598.4880075,1451682296.4525795,1539023961.9445045,1092499848.0204854
2022-09-20,1482024551.3403437,1467813414.5229707,1445732421.5016558,1533853522.2033849,1092722034.6572604
2022-09-21,1481927879.0400093,1467717674.7863626,1445638117.9494615,1529473069.1138453,1091410636.786753
2022-09-22,1506696281.6793334,1492248578.822381,1469799980.6010256,1545532877.529051,1096055427.2996726
2022-09-23,1495453783.5020947,1481113862.3618171,1458832896.6117458,1528781355.140395,1089933173.4953659
2022-09-26,1454358589.1909442,1440412739.5995042,1418744089.6894753,1508724668.6728964,1082177621.7949004
2022-09-27,1455426452.0676544,1433157312.4407601,1411597899.784719,1506247972.1565037,1079891998.1673496
2022-09-28,1443502265.3801913,1414944823.2772698,1393659386.547471,1497748031.9576287,1074514369.8484507
2022-09-29,1439623555.879671,1424198122.6615417,1402773485.8504546,1501278763.9156826,1068314717.6961982
2022-09-30,1423070322.5364656,1420281864.9886663,1398916141.7522717,1497302514.3175066,1069013082.1000752
2022-10-03,1428881616.1498487,1425126498.093682,1403687895.662952,1495758699.672266,1064294155.2385486
2022-10-04,1463301835.8056188,1457578037.8868325,1435651257.2781668,1516891605.52957,1073789390.4954236
2022-10-05,1451012631.6915123,1448631898.9919014,1426839697.815744,1510452609.4030833,1074264456.2172966
2022-10-06,1449212252.7215817,1449249079.5814366,1427447593.9737468,1513464445.2142308,1074452465.9973638
2022-10-07,1430512140.759184,1434136943.83996,1412562794.5923877,1491257015.980135,1066885220.6223599
2022-10-10,1448125258.5294645,1447634611.5023322,1425857412.8191814,1492735416.1448143,1061967682.4829154
2022-10-11,1420139321.05351,1432816439.447095,1408503752.9219234,1477745348.1722026,1053579006.365347
2022-10-12,1441022636.4864025,1454945162.7915218,1423638630.4586964,1490182448.919905,1049033780.9686064
2022-10-13,1443666036.7613354,1468489754.5465965,1439174016.4350483,1506217838.2044003,1044693839.1211581
2022-10-14,1439756056.351522,1471980065.7031524,1448579681.5363166,1508997579.8746338,1034658520.5646819
2022-10-17,1441676087.3371563,1471967056.0747807,1444586805.1197214,1506351787.2867568,1037176709.9178126
2022-10-18,1430069808.646472,1453892751.3694432,1434977705.8578765,1532397700.432775,1037689733.4501723
2022-10-19,1454681548.251893,1474771804.1723366,1459668694.5029833,1547922337.6880047,1041625483.9250156
2022-10-20,1492143171.9821768,1518407548.2704132,1497244070.558051,1572372599.7226562,1059881040.8150254
2022-10-21,1490047847.1652226,1530248407.389592,1495135048.8077464,1573208594.6631904,1065516886.0361223
2022-10-24,1534144476.9161983,1560002039.8675928,1539378116.5830612,1599788581.5216484,1070872421.7231364
2022-10-25,1530104713.0130956,1565815036.6015103,1528798939.5590413,1596622710.1132145,1070164271.3212433
2022-10-26,1517306536.6202705,1553761873.4247818,1533851063.396515,1598747392.4103165,1069490001.2306635
2022-10-27,1546110845.3392897,1585036139.9419131,1556883864.9968398,1608269304.500406,1076750915.2132237
2022-10-28,1542496039.542718,1558390480.4525855,1530656810.186371,1586921004.7459366,1071327322.3581884
2022-10-31,1558646609.9744153,1550666878.5662227,1519030758.6263971,1578673941.283609,1077833305.9028845
2022-11-01,1511894330.0320063,1508980569.0229828,1490729030.981256,1555531688.70094,1070759956.8822998
2022-11-02,1503724521.2315238,1500825569.9174933,1476402289.6052182,1526843822.7823875,1065200916.9183596
2022-11-03,1513923360.8923268,1511002698.0544186,1488466931.2817695,1531617555.5035872,1068067991.9280344
2022-11-04,1530226673.5858467,1527272697.3779433,1507056534.9846077,1534603153.3828003,1069731092.6363331
2022-11-07,1544494718.6100233,1541517981.3212926,1514882158.5459795,1546104792.7961166,1078365604.885882
2022-11-08,1533734288.0126204,1530772522.7999594,1516664373.5256598,1544859731.4761188,1070429382.9038615
2022-11-09,1526422720.7683663,1523475081.1092353,1514750832.9124882,1541948815.2247434,1073459632.0168202
2022-11-10,1511165111.1229215,1508246943.776956,1514558910.5796394,1514843218.285342,1057783501.1038903
2022-11-11,1523011818.4434533,1520070773.211403,1515312602.3935425,1512145576.7231042,1076362959.7009637
2022-11-14,1509503201.4222999,1506588242.40893,1503193472.926118,1507073560.470673,1065763018.7134972
2022-11-15,1506005077.2380905,1498545569.3226821,1488136426.7534304,1518793116.8390546,1068208702.7176903
2022-11-16,1520763178.5992098,1509994577.1170151,1504379088.5546422,1525629741.4541256,1065002602.1858362
2022-11-17,1521342504.9059744,1497739013.1279416,1500986099.768575,1524182436.8999553,1069648949.5620767
2022-11-18,1521253237.1671116,1509609381.8039682,1501303745.5196095,1514166605.2828908,1075296360.0535562
2022-11-21,1502493025.42831,1490019239.371969,1488714607.4875124,1491938578.3688934,1072421574.8636262
2022-11-22,1517811170.5934536,1505523709.3819625,1499599808.0002642,1507797654.3766942,1067462891.050705
2022-11-23,1531241360.2513905,1518845287.2442908,1512868939.8530126,1512374683.181419,1071036263.0535576
2022-11-24,1538565643.363575,1526110265.4646158,1520105334.805058,1519134500.6197624,1075043406.8321095
2022-11-25,1535836391.1657484,1523403021.5009964,1517408765.1973968,1509558586.7889566,1070888509.3107841
2022-11-28,1522709307.0416985,1510381937.8195672,1504438985.1497846,1511428929.1905994,1065454166.6852008
2022-11-29,1535547477.873333,1523116289.6673262,1517123201.5626502,1518854789.3513427,1064651121.7570908
2022-11-30,1574034010.799901,1561291250.8963847,1555147953.6724598,1580586434.4971278,1075164545.6257331
2022-12-01,1551661286.9460526,1539099647.672913,1533043668.986668,1539069051.1192453,1065977272.7609712
2022-12-02,1550914912.4146967,1538359315.5095477,1532306249.844921,1541034753.9401956,1065800531.7058923
2022-12-05,1542930647.1733327,1530439687.7005298,1524417783.8336368,1535612583.4954348,1060894707.1095277
2022-12-06,1527179462.6196492,1514816018.4895,1508855589.9322,1520314832.7196662,1046507436.6171288
2022-12-07,1514338691.649857,1502079201.34982,1496168889.036142,1505178577.027469,1035299577.5710857
2022-12-08,1511619847.5174687,1499382367.910469,1493482666.9731166,1500006558.4505136,1033094243.6090761
2022-12-09,1483039533.1958098,1471033428.5699778,1465245273.738248,1481263984.302074,1019564730.6700592
2022-12-12,1504375668.8000739,1492196835.2142072,1486325407.5811434,1497622727.8000412,1022500233.5294982
2022-12-13,1498352466.8411567,1477219449.1350563,1471406953.8334699,1489059100.843557,1034018723.8762043
2022-12-14,1493588289.6233573,1473575199.3037066,1467777043.2291286,1485379450.433144,1032718001.6398962
2022-12-15,1476166946.5235038,1450353462.188881,1444646677.9399,1461977727.3293405,1025143268.493683
2022-12-16,1495172218.6158783,1478470797.4722915,1472653378.4226894,1490329144.4353414,1034303704.0002491
2022-12-19,1481274524.0225177,1468160453.4308205,1462383603.0498302,1479917340.9218898,1029370004.1368084
2022-12-20,1459486148.564914,1446942969.5077598,1441249604.7088795,1460358444.8367,1027641811.7144328
2022-12-21,1463331800.273184,1451520646.2864156,1445809269.4550076,1464029509.2508194,1035589747.2395332
2022-12-22,1478626555.340348,1461050170.8944025,1455301297.726859,1471669566.6032581,1036162005.7144299
2022-12-23,1465691565.585966,1446995479.7056863,1441301908.2920885,1459297384.984809,1032554605.1275665
2022-12-26,1458258471.2373245,1446934335.0634837,1441241004.2390184,1461808596.6931996,1037889234.3642735
2022-12-27,1452702212.4069269,1439814414.7797043,1430612426.3927577,1453382958.2368646,1051131765.4978331
2022-12-28,1441135086.2096996,1434224032.6957126,1421022944.624415,1442493331.5697513,1040122962.5477995
2022-12-29,1438212201.0240839,1433123819.3728716,1422473351.9441195,1441379093.129993,1041574033.2990824
2022-12-30,1437784610.79561,1421163387.376225,1411401964.8741448,1432958873.6271377,1040138012.2265667
2023-01-02,1447670838.5919461,1430790486.9503531,1420996811.4898715,1443391564.6355104,1040193392.078976
2023-01-03,1458353279.0214024,1445757526.7055535,1421093210.5464244,1447770099.9939082,1045928654.1435548
2023-01-04,1437927860.8548007,1423596120.1436064,1408189701.4230332,1411718404.224646,1034462504.0589652
2023-01-05,1398673524.653944,1388971825.3950615,1369731077.1809518,1371475881.6173549,1010260915.4652872
2023-01-06,1414621611.7802835,1407568119.8116665,1386354150.2514725,1384883324.5583751,1014924759.019799
2023-01-09,1402936334.9471369,1402754142.9129224,1386050907.801663,1378663861.5283742,1015487602.1784226
2023-01-10,1400334455.8334408,1398487339.6597266,1384699269.4622695,1386398818.6125798,1005502251.5209073
2023-01-11,1396304291.2364383,1397981808.1208043,1386235121.0519798,1383783931.5400186,999725695.5101545
2023-01-12,1406343649.5277522,1414298011.445746,1407106987.7739806,1398981967.9546745,1006631125.7011446
2023-01-13,1422730405.6639414,1410644301.25228,1421965348.2118573,1427041197.7185829,1008437309.5622545
2023-01-16,1433099256.323627,1409871454.60164,1434970363.5557344,1435872365.5612154,1015456020.093916
2023-01-17,1462018691.2963247,1449562465.563923,1464475336.1084895,1471102325.880579,1027493613.1535676
2023-01-18,1470850478.3604674,1458322225.7239225,1473177766.0174594,1479838426.4519932,1027257711.2923005
2023-01-19,1499253663.6659608,1486488414.5049665,1508978288.7695303,1515817574.5706353,1035474984.1718897
2023-01-20,1514594880.73076,1501709874.2624643,1527941194.2370248,1534884158.7419348,1043829335.160053
2023-01-24,1554561303.447258,1541323570.5892892,1559016924.2085667,1566141457.860336,1041691984.2297161
2023-01-25,1536683713.034492,1523602492.799388,1538955396.5355053,1545974058.463442,1036996780.9997436
2023-01-26,1527660679.8868284,1514663759.6699674,1523082342.6755674,1530035054.5201263,1042293823.1077069
2023-01-27,1536955065.7688992,1523871632.53916,1537492851.6225934,1544515491.3045964,1047480846.8743376
2023-01-30,1521106559.2630699,1508173804.0539036,1517806067.0819345,1524739312.6744134,1043457318.9627436
2023-01-31,1485444222.5542166,1472799789.9159772,1483996394.939784,1505283990.733681,1038425759.1191417
2023-02-01,1487247414.762444,1474587631.443056,1485801228.877062,1499952712.781346,1041905126.2319609
2023-02-02,1485126056.957756,1472484335.61624,1483668117.4692538,1488424949.056078,1046204070.6786294
2023-02-03,1495734132.397443,1483002109.6544902,1494259369.5467587,1483063281.9356549,1049416843.4818581
2023-02-06,1499885287.1745932,1487117930.0159843,1498403114.1015277,1478277319.9026628,1043656226.7860559
2023-02-07,1498895667.62964,1486136732.9691842,1516854685.4068847,1516572652.40025,1052995330.8927648
2023-02-08,1509995767.2360206,1497142346.0520613,1527170241.7877278,1537734368.026245,1053727649.7443038
2023-02-09,1498009046.4902058,1485257658.945079,1519103221.667293,1526299194.6352654,1047235529.6967973
2023-02-10,1479941568.046516,1467343974.9063206,1494084571.7437668,1491900699.3910801,1044648912.4939023
2023-02-13,1475459665.0518537,1462900222.8694167,1495337768.2840257,1483297664.7510579,1047656846.5659302
2023-02-14,1511869236.1205316,1498999867.539076,1532174483.6303594,1488549540.9488864,1053990463.1001153
2023-02-15,1492847951.5584981,1480140496.3992262,1510420274.4427187,1473096524.3126783,1049842905.0773021
2023-02-16,1492406469.335499,1479702772.1715057,1504067168.4918575,1451839871.7654808,1046977238.6582508
2023-02-17,1492869591.5935578,1480161952.2294748,1504770304.9815216,1441107419.1004484,1046984800.5658087
2023-02-20,1468296587.1009138,1455798118.6389196,1480780235.0866551,1427790637.546941,1046833414.1419533
2023-02-21,1486182282.3345459,1473531566.8403425,1498296298.1189919,1426460363.0421007,1043597584.9343079
2023-02-22,1467285355.379052,1454795494.7473173,1479251089.8700342,1423503661.0812678,1033965864.6596476
2023-02-23,1488121168.165217,1475453948.4418142,1500251885.4726858,1435941835.8106654,1038442810.4793212
2023-02-24,1505254222.4784667,1492441162.370449,1517514441.482367,1437834731.229492,1041042475.6795709
2023-02-27,1493488736.988443,1480775827.3204856,1505664450.6702409,1436033893.1393068,1040769283.2349545
2023-02-28,1515033154.6035693,1529396404.4108264,1528573022.0998964,1452127814.8125076,1039017441.3173734
2023-03-01,1540591094.484138,1538704111.1395864,1539194898.5240362,1462218522.4435456,1039275139.265131
2023-03-02,1545301082.8256726,1543484120.9386048,1540274943.1353447,1463244541.5636518,1041169841.9264776
2023-03-03,1543910951.5455368,1534045313.1931787,1537447864.281669,1460558749.7289457,1034522851.0467312
2023-03-06,1551356573.554131,1538679080.655037,1539333410.178287,1462349995.002871,1033515412.2055119
2023-03-07,1510654453.53536,1499175126.872516,1511175883.9472635,1435600700.8816974,1027405242.6260282
2023-03-08,1515573474.4465694,1504058716.847224,1518560251.0530941,1442615769.600078,1028864690.7847037
