tanggal,Trading_Port,Investing_Port,Hybrid_Port,IHSG
2023-05-09,1090030683.0712686,1239964071.1493804,1192074121.8876166,1029412780.8099545
2023-05-10,1104923229.0853047,1245957390.4172235,1203386111.818613,1034259963.5545712
2023-05-11,1080769307.2950294,1222520230.2915282,1182180417.792608,1025762455.2772478
2023-05-12,1073818712.1982358,1215205166.2169316,1173779591.9641438,1018448014.8509934
2023-05-15,1055695334.6342587,1208030728.1491466,1177010048.062318,1019051855.4103967
2023-05-16,1050206434.292922,1197130448.596406,1175215661.9034936,1013710998.7204068
2023-05-17,1031260748.0876169,1176632247.1375182,1157683052.2252421,1011668838.861681
2023-05-19,1008565016.2827668,1149530105.642791,1151543662.4795454,1017354503.7090416
2023-05-22,1022688239.397052,1169875064.7485905,1163653258.997402,1021770657.7228577
2023-05-23,1041245529.7664118,1181786739.9444396,1174493822.8337932,1022839110.7789804
2023-05-24,1037419870.0423933,1181301063.4989667,1173903460.8902082,1024223829.4982601
2023-05-25,1005301675.4751949,1146087470.1707537,1147151420.3195522,1017911712.5051711
2023-05-26,1001382429.4047278,1132699124.7307518,1144303122.4853706,1015295663.1718793
2023-05-29,997200545.8949859,1142042138.5560732,1150943706.4652715,1014400021.9443593
2023-05-30,1009904413.287741,1153939233.2319407,1155870519.7663581,1007616323.6377817
2023-05-31,995010779.4687686,1137074257.1595974,1148811470.770865,1007136290.780552
2023-06-05,1014420509.7894008,1172170501.074691,1165894363.0969186,1007162979.8660505
2023-06-06,1030100959.8276772,1200790010.4302769,1184787413.1601338,1004959276.9037104
2023-06-07,1014925701.5564587,1183711890.0737288,1167335573.4692001,1005085605.2417365
2023-06-08,1032083344.6380548,1200472398.9059978,1187066553.2384293,1012157174.9899546
2023-06-09,1031914304.5708535,1204297240.3606048,1186875706.1621974,1016361966.2738924
2023-06-12,1050526270.2121682,1223318378.999443,1208280297.6982427,1020666248.5376606
2023-06-13,1038073534.782674,1209375186.7182784,1198857035.0852334,1020156264.5955937
2023-06-14,1047994975.4040023,1214525902.3670607,1207691686.4068317,1017226321.9623003
2023-06-15,1064117279.8674558,1235311845.4839292,1228015457.1432865,1019363821.1653346
2023-06-16,1074038973.8694084,1246340415.160737,1244873471.6016617,1017048691.2710382
2023-06-19,1069959799.0191277,1241564094.9700553,1236855712.7340114,1015152654.1554166
2023-06-20,1069565437.0615091,1244871955.1902878,1242197864.2289488,1011265166.4435164
2023-06-21,1072480961.4944499,1251123216.8797934,1248076575.5492878,1017667878.054603
2023-06-22,1062362941.4698324,1241122665.428868,1242935589.3917687,1010021084.3775439
2023-06-23,1059591092.9926662,1229677653.3831615,1227337944.7743258,1008118893.944988
2023-06-26,1106928136.0472023,1287488770.3698072,1280637857.2268283,1011904814.8592967
2023-06-27,1069799485.8602409,1239673732.776443,1230316132.1443963,1011481348.0360541
2023-07-03,1079002066.1270278,1256306330.375777,1245500545.8296642,1016770679.9637623
2023-07-04,1093272630.8132546,1260015443.7555602,1259224405.0396159,1014498993.9697495
2023-07-05,1106941749.5272446,1280791838.8216026,1274969404.9565663,1020150630.2330996
2023-07-06,1120214505.9203029,1294370770.9632578,1290257573.8998134,1025973966.2798233
2023-07-07,1105859051.183363,1278792719.7002397,1273722075.04315,1019768309.0833338
2023-07-10,1113595155.2569714,1286006331.853803,1282632601.9863744,1021981872.1800387
2023-07-11,1102802171.7099297,1288261079.0686386,1291529788.0056548,1031985386.2429627
2023-07-12,1098228941.5782304,1272903885.2141304,1281791035.879079,1033698825.5319655
2023-07-13,1101527838.3807662,1270873196.5681462,1273758860.8053224,1034003081.1066482
2023-07-14,1104716712.3507812,1280008493.295658,1278479795.8888383,1043015614.5977436
2023-07-17,1101254629.4038086,1284005898.3189952,1281112331.9174817,1042647008.6724702
2023-07-18,1087735916.331076,1270444083.4973953,1268881485.2998893,1037038223.2186148
2023-07-20,1093948009.6157126,1277137453.5200725,1281877410.6359148,1042198335.4907012
2023-07-21,1103609940.2621026,1284956566.8784401,1299316035.725121,1044720676.4793539
2023-07-24,1109381399.1164985,1314940267.209742,1319767709.7333856,1047543862.7706534
2023-07-25,1119727498.2154868,1302132617.8217525,1306149327.07308,1050324643.0705497
2023-07-26,1139082456.0227168,1328835948.2739587,1329026038.7006547,1054965800.9023877
2023-07-27,1126557501.248089,1311883530.1123114,1310381443.304418,1047128921.6275005
2023-07-28,1131341558.8849351,1318833579.255461,1309339564.1552322,1047670487.654074
2023-07-31,1139154284.4713557,1326109426.695682,1307185861.5686553,1052396828.1504613
2023-08-01,1126494935.580353,1324898811.4246495,1315020115.0316508,1045585254.5768076
2023-08-02,1120565705.5910532,1312196748.60223,1288542927.2651849,1040728730.6522665
2023-08-03,1123571941.014262,1316468697.2543077,1291964462.6792657,1047343620.4930661
2023-08-04,1125395337.7143314,1326932744.256323,1294174370.500062,1040475480.8854253
2023-08-07,1130796395.9735165,1327628607.8812363,1300268637.2404704,1045565534.3080782
2023-08-08,1109187217.170664,1324268931.1280162,1294339521.4917932,1042900406.7120086
2023-08-09,1118550403.5080347,1336170695.2888217,1305499203.8140688,1043856765.6090376
2023-08-10,1117310405.8062348,1332710901.0533085,1304002072.2417266,1046614637.7772144
2023-08-11,1111600069.328231,1319371142.1100693,1291825334.6501002,1044595756.7319512
2023-08-14,1116402180.8956347,1333040945.366321,1299978882.3261023,1049179977.8480592
2023-08-15,1109369986.1868548,1340604137.8847456,1306245600.3836143,1049928384.2872459
2023-08-16,1107654892.0135179,1341956470.7528808,1313070767.291043,1047717267.6900449
2023-08-18,1096862269.3639383,1329152131.624278,1296808864.8401432,1041548975.2132533
2023-08-21,1093519962.7185466,1341895207.0665028,1302283935.7990918,1042478348.4793894
2023-08-22,1125977535.2476306,1376129362.1340308,1322397021.2081995,1050133223.0184467
2023-08-23,1131461659.0880852,1380899729.5003672,1327706615.543683,1050886300.0475956
2023-08-24,1112049472.1197963,1358185206.6473303,1305777874.0429552,1047543269.6798645
2023-08-25,1096189813.419343,1337563404.373979,1295685839.8685951,1046943654.8923318
2023-08-28,1109918620.6220522,1355637584.0797286,1304812614.607276,1050934414.5378416
2023-08-29,1109382409.6361792,1354733984.0583544,1306611646.0853674,1056416723.3809735
2023-08-30,1095906880.9887037,1352552065.4996133,1302680176.0101528,1057755996.5185572
2023-08-31,1088034240.17108,1343359059.6525078,1300165162.308347,1055722065.7945268
2023-09-01,1092151223.3850107,1353608679.7445626,1306212423.6756864,1059425843.6345791
2023-09-04,1104374512.533164,1370040767.3293355,1323000018.0966015,1062325242.0922464
2023-09-05,1104661369.9441147,1374861870.3533626,1327659183.8989792,1061559710.1565316
2023-09-06,1118935177.598252,1400468357.0378995,1344731947.6037505,1062204251.57132
2023-09-07,1108600656.1966112,1380144219.1622314,1332401451.8289015,1055957152.1559592
2023-09-08,1106412573.8796494,1383641115.6535187,1329795913.1804955,1051397914.9893318
2023-09-11,1096020399.9008155,1364723507.6485171,1317345793.768516,1057260617.4371659
2023-09-12,1094480154.0324776,1361492186.1644547,1315492827.6756945,1052793161.0701138
2023-09-13,1109431484.4952102,1381685886.7889266,1314828660.745875,1053021945.8419147
2023-09-14,1107536207.8417654,1389750075.9685273,1326514856.4692554,1056644173.6984994
2023-09-15,1110165254.2611263,1383553500.90104,1324025699.5117135,1060205832.1582723
2023-09-18,1101966853.8925664,1381238969.5033178,1310131565.4390411,1053114097.3232331
2023-09-19,1113278722.9159162,1394437101.4333868,1323480471.2504783,1059830776.37067
2023-09-20,1124044133.7937627,1400248163.4844382,1332844344.2173269,1064592257.496297
2023-09-21,1126979142.2973666,1385590695.831625,1321054050.8925614,1061522938.5276226
2023-09-22,1133829861.0814986,1390607129.501513,1326957894.5326092,1065376175.2464664
2023-09-25,1125132691.2434707,1391703679.201579,1322731893.6145332,1062572857.4965935
2023-09-26,1116183180.4950688,1362617476.0264935,1290643727.5198293,1051249123.3376778
2023-09-27,1115579835.0826068,1373341050.0980408,1303405910.241827,1053379060.6331542
2023-09-29,1116913916.1191304,1373931897.2198563,1300290217.0012953,1053692434.9787155
2023-10-02,1119970881.7913241,1368630518.2157753,1292966925.520036,1056966963.3603339
2023-10-03,1083874644.777043,1335885024.1947627,1262975645.174953,1053843524.8571764
2023-10-04,1063738249.7493881,1318462628.5231056,1239519847.0866797,1045597412.9379791
2023-10-05,1054563312.2609277,1300340704.2313397,1228808606.6066675,1043813395.8451025
2023-10-06,1048644463.4090694,1311851678.528937,1221958209.0044453,1045892253.1963887
2023-10-09,1073759735.7187808,1342490738.0921125,1251225819.619795,1046338183.3332593
2023-10-10,1068522813.3798484,1345815924.4153574,1260434655.455532,1051004399.2509264
2023-10-11,1068740729.2231449,1341905246.590836,1256877614.6187174,1052456656.1837871
2023-10-12,1058401125.272819,1327080095.760387,1241189181.860286,1052972571.0337425
2023-10-13,1060912045.4934419,1333179333.166023,1240612707.0822608,1051701577.4732257
2023-10-16,1064935271.7398573,1340120835.4692748,1246304840.6590652,1047072578.0025593
2023-10-17,1070351704.5904778,1336378274.7504797,1244726930.6524935,1053650399.6690555
2023-10-18,1071857789.4625695,1341315419.9956439,1251144669.6278114,1051872535.8931133
2023-10-19,1061541953.3081024,1325234603.305536,1239738528.2670267,1039501477.5374278
2023-10-20,1056241675.304558,1322113249.8730779,1236860587.0084777,1039917678.998507
2023-10-23,1030451952.9712516,1284938675.1450326,1202967982.8998086,1023640747.1164668
2023-10-24,1042605889.2257242,1297323764.6500473,1219907122.9878502,1033479159.5310432
2023-10-25,1056487407.4390646,1311890088.7212267,1240538899.151805,1037673645.8625246
2023-10-26,1044018891.108097,1299286183.8067732,1226283259.9393706,1019473765.3703185
2023-10-27,1037942648.0054002,1293813022.2152314,1216596363.6981187,1026195930.5075524
2023-10-30,1019398560.2164752,1256340505.6158397,1199597566.1039662,1022718861.62154
2023-10-31,1025672805.706275,1250660489.0743496,1197066548.775783,1025196572.5283313
2023-11-01,1006810721.8956997,1208210805.05364,1160069221.0316293,1008526569.7259773
2023-11-02,1013430887.0770478,1206124031.2947228,1180922216.5134628,1025071356.2355342
2023-11-03,1023436300.1150525,1222856299.2988143,1185582481.235239,1030759541.7187475
2023-11-06,1034342990.5013441,1228678758.2818499,1194977814.912472,1044422203.5398625
2023-11-07,1026602652.4375681,1205696592.4895873,1183826863.1009524,1039101141.2549505
2023-11-08,1010892206.8938546,1175814294.266403,1170369208.153484,1033075857.7946217
2023-11-09,1011891751.3161772,1175692686.7757545,1171595445.7426605,1038257395.4714553
2023-11-10,1009906745.3689463,1182956167.7447047,1173451294.6648886,1033858885.9086077
2023-11-13,1009748034.9400564,1181187087.1845334,1168745463.785596,1038269405.5599297
2023-11-14,1004381610.6715828,1186283706.9262316,1171004050.7956414,1041874359.647289
2023-11-15,1021147003.6361442,1194966068.6825924,1187360000.4349766,1056472918.7332175
2023-11-16,1025805915.0758151,1199598639.6677895,1189420089.347656,1056442967.6483803
2023-11-17,1015398434.7160454,1189629540.3034158,1176992569.629431,1059427993.5886886
2023-11-20,1020463877.2243409,1201606724.850865,1181860250.0346007,1062042560.1950084
2023-11-21,1021106881.968504,1204826093.3698745,1183198292.712076,1057017227.8046894
2023-11-22,1014939592.7290215,1192106767.0227609,1174873299.9569733,1048691271.0380424
2023-11-23,1020380017.6248062,1194157344.372264,1183608992.5306895,1063478284.7221297
2023-11-24,1025330002.7040467,1197267205.1130815,1184058579.8584318,1064280958.9684966
2023-11-27,1022115839.8787537,1191250448.899038,1188208730.059102,1064854107.0795766
2023-11-28,1025086467.1354239,1188595873.1561334,1180817967.562634,1069054895.0006895
2023-11-29,1018948316.7345679,1185999896.3306699,1176196685.4518552,1068297814.6087159
2023-11-30,1022215233.9074928,1175263625.408236,1192550794.139255,1075077731.9615145
2023-12-01,1030572480.3655673,1188584251.154092,1186320951.43293,1071914259.8301092
2023-12-04,1043047106.5048926,1196669121.8385255,1154722765.0798779,1077030112.7020772
2023-12-05,1009888152.2024885,1181079112.172126,1137276571.7330277,1078131630.5696785
2023-12-06,1006678696.0090599,1179459241.9324658,1133617121.8487332,1076087987.9839807
2023-12-07,996185490.033124,1174821855.5689137,1121965269.7262502,1083258678.0302863
2023-12-08,1015386512.4791915,1182982890.6536827,1143363188.940055,1087050678.1251807
2023-12-11,1004798193.4678316,1170750111.3478217,1131390394.894012,1076299054.1684647
2023-12-12,1005627934.2761772,1163917279.0041273,1134905258.5870838,1081844230.635215
2023-12-13,983803331.4394128,1135887441.9096813,1104153264.7650316,1074257783.9459221
2023-12-14,997248248.5654418,1152538852.217754,1130684633.3302846,1089543438.7107394
2023-12-15,1001035693.1176004,1152311496.9696348,1129380800.5821424,1091816607.4317243
2023-12-18,1004380928.6292816,1153640028.7371128,1127740855.9886374,1080966307.9950123
2023-12-19,1015429231.2858675,1173297818.029518,1149209950.343836,1091339614.1647873
2023-12-20,1014591358.2921579,1172389162.3364298,1153425448.723739,1096171005.8671508
2023-12-21,1016190696.0345287,1173951940.4057198,1156155433.8814442,1094645428.085518
2023-12-22,1017359129.4889851,1175263210.747822,1157454890.9762573,1098881504.9085677
2023-12-27,1024550398.4878664,1183435818.3370693,1171697934.2862735,1100156427.6955607
2023-12-28,1035353862.4658806,1195964652.2186818,1179919623.4761376,1108958413.9566126
2023-12-29,1034697038.4062114,1195388485.1593332,1178221008.4166799,1104237781.9590678
2024-01-02,1063463021.438033,1228214585.3508174,1210653099.6035779,1111949444.941158
2024-01-03,1049796351.2920694,1212402847.6536753,1172184947.6171753,1105193399.492611
2024-01-04,1070298372.8134284,1236051026.4220073,1198216115.6310937,1117441984.6003978
2024-01-05,1069316532.6166127,1234744877.5256896,1194091504.3330476,1116053633.2000363
2024-01-08,1058246664.2392225,1222025125.105598,1184983358.1488757,1105874267.7182167
2024-01-09,1058574176.7892148,1220757583.1662807,1189480888.5333753,1093215782.7389824
2024-01-10,1063894545.310701,1226772269.1719623,1187263444.8929255,1097329460.4504821
2024-01-11,1061163637.5049765,1223894223.4650805,1189397853.8021333,1096216080.7671037
2024-01-12,1074607632.010931,1238381052.385674,1199523122.832366,1099431003.5244422
2024-01-15,1093760920.734023,1256945295.9112136,1202143018.1610253,1096829040.0973856
2024-01-16,1081149644.5595427,1254694444.1619318,1199016804.3249779,1099681361.9736876
2024-01-17,1070779205.8305712,1236285092.1348405,1187764292.3875625,1093281319.2711508
2024-01-18,1067343335.3928816,1228935438.7042637,1181802179.4574413,1101226956.5694444
2024-01-19,1067205392.0637898,1224755785.9122915,1180416157.9220786,1097345399.7654326
2024-01-22,1043815490.2988055,1194530701.3260946,1171369937.169799,1100461943.5881698
2024-01-23,1043457200.9409149,1177421579.9526782,1153846219.5875316,1101722261.514487
2024-01-24,1033200817.8374431,1171887750.1642776,1152696263.59192,1097409379.4342804
2024-01-25,1034214508.4526503,1186894389.9284873,1143332194.0158823,1089851030.4211094
2024-01-26,1034459174.3410027,1187320724.6581683,1144199711.606258,1083632918.318054
2024-01-29,1040597521.6851168,1186869782.0371995,1152916164.7895243,1086682739.4270446
2024-01-30,1050836974.433285,1186851969.8893957,1163475081.1835496,1092003060.3484707
2024-01-31,1052992026.8818237,1202497409.7263134,1172088077.74488,1094390621.455356
2024-02-01,1055454375.1312971,1196968866.0987816,1174142084.0216656,1093442417.5566735
2024-02-02,1061319063.579845,1200284735.8234224,1186203365.0176349,1099073740.4605055
2024-02-05,1050974843.3685628,1193388375.202495,1177497647.3386848,1092974691.3333127
2024-02-06,1064092340.4884527,1206161833.0921896,1189577009.49272,1100382988.3769033
2024-02-07,1070647197.8792219,1215367492.1773987,1199024361.203583,1098522091.8905215
2024-02-12,1061670795.3723067,1223317202.183318,1190291561.1245365,1108014139.2844064
2024-02-13,1064768973.6291952,1215821655.9624321,1171643616.3125184,1094663962.1726696
2024-02-15,1079327727.3297808,1221754120.8557868,1189997523.400092,1108866188.3389456
2024-02-16,1079502598.56776,1229690667.9772952,1188703060.5016637,1113764895.845844
2024-02-19,1064862704.3343655,1215992563.2770512,1176745427.353974,1107867349.3141646
2024-02-20,1075333153.0298188,1211306747.4756362,1186940204.124467,1116354552.6390316
2024-02-21,1071608039.5014942,1214304929.9955664,1180237143.6259444,1115810984.9310458
2024-02-22,1078728133.9431918,1219342723.4874496,1181376423.4616408,1114386084.3108213
2024-02-23,1066880812.3645818,1203767719.6698961,1165082642.2133698,1107623366.5908995
2024-02-26,1058590191.8927674,1191132526.3286843,1155068878.1248982,1105911928.983309
2024-02-27,1064400276.7116462,1202282811.8470347,1162585433.6902416,1106138712.0736976
2024-02-28,1068832733.9968498,1207343870.8448467,1176670419.321108,1112715940.6494048
2024-02-29,1058108170.4562718,1195236915.983687,1170507254.199868,1110814195.0349405
2024-03-01,1070537667.536501,1209238070.9639046,1168219745.083604,1110175955.2097838
2024-03-04,1088151030.733706,1208674557.0740228,1159516687.519957,1104837841.5646923
2024-03-05,1071871061.9924514,1210999460.7043705,1161010374.5823808,1100390846.8298557
2024-03-06,1084452084.2265785,1223906918.5938218,1174618861.2685618,1112892755.8408322
2024-03-07,1081995311.3397439,1225713829.69091,1171877518.03474,1119598092.0269322
2024-03-08,1100378579.0041058,1240104890.3157501,1191621835.742408,1120804142.1460695
2024-03-13,1123006235.5016088,1234358647.839001,1215641395.0720482,1126771080.3000448
2024-03-14,1124423386.2324688,1254842362.337875,1217507321.0365512,1128609439.33645
2024-03-15,1110875599.583983,1244112301.698957,1202876251.046646,1112627570.1218655
2024-03-18,1102112340.272181,1237268845.2495327,1193454284.4586487,1108739934.137268
2024-03-19,1116072671.9445264,1254656420.3865175,1202998049.973618,1113947271.263417
2024-03-20,1121729388.5582743,1260694085.5600474,1215384041.3397725,1113094258.4363458
2024-03-21,1128805137.0244489,1268814628.8364034,1222858532.829857,1114191253.9866822
2024-03-22,1129397241.6891994,1269368700.868032,1218502249.9724128,1115982684.7144194
2024-03-25,1136251855.6153958,1277100228.6646607,1231588523.0670362,1120174428.0010023
2024-03-26,1123420984.281311,1271562162.3197107,1228118078.2913446,1118337922.3733122
2024-03-27,1129982087.3715444,1273341500.241971,1231787221.415119,1109900316.2656631
2024-03-28,1142871580.6782918,1266739081.7804248,1215787129.4119017,1106669528.329723
2024-04-01,1116703140.8024733,1237014055.9589207,1184342645.2901833,1093953365.2712724
2024-04-02,1115595267.2292993,1264271168.7159927,1191841827.6887455,1098800251.4704945
2024-04-03,1094584440.9030483,1258262436.0161304,1169401169.3307781,1088150861.5385072
2024-04-04,1100942513.5702734,1252451668.6489809,1176184550.6999724,1101444398.4799085
2024-04-05,1101273362.130601,1257288792.3366106,1176546807.581483,1106376319.0709827
2024-04-16,1063177119.0238651,1255503660.7336614,1135846455.3114417,1087841564.6921194
2024-04-17,1063777100.2389722,1247033598.8310866,1136489434.9227777,1082684417.8739772
2024-04-18,1071627686.5952033,1253823205.294588,1144871204.4653194,1088146265.0848937
2024-04-19,1056730243.374051,1238832005.4227982,1128943683.7179272,1076076126.1682036
2024-04-22,1062689512.706258,1242990921.077749,1135312325.3254473,1074026849.2200115
2024-04-23,1048566791.0517142,1232063970.3642159,1142362013.0017564,1079643567.2631679
2024-04-24,1034303705.9672015,1219978186.389633,1152917846.4631746,1089318286.6200202
2024-04-25,1026909970.4449261,1215641242.8453567,1152915772.838876,1086397166.212211
2024-04-26,1020849980.2775935,1197924383.986814,1127476383.0780077,1068296035.3363492
2024-04-29,1045154492.7274073,1231016293.3801823,1152171158.0861328,1086471599.1062124
2024-04-30,1060847151.7474972,1243231057.0499012,1161067984.0225909,1098377081.1926463
2024-05-02,1021012236.2909982,1207968479.3832176,1118758753.4841926,1080647447.559654
2024-05-03,1020438804.2350124,1186101553.4477139,1159279077.7324517,1083274024.254448
2024-05-06,1021555178.5076035,1183999836.6014185,1144287346.2911823,1083451061.854921
2024-05-07,1001574947.1424487,1170494826.035269,1139909802.59648,1081586829.232852
2024-05-08,1008665802.9581293,1175438528.464017,1146072234.4214487,1076300536.8954368
2024-05-13,1008271313.8847872,1176630344.4724617,1141869217.5517883,1077889649.5278256
2024-05-14,1001305119.6643684,1182172931.704347,1139844057.8156466,1075536561.8230426
2024-05-15,1014948240.3279661,1186844416.5719023,1131490106.205763,1090122666.0024052
2024-05-16,1014116551.6216204,1204059728.3155127,1149519078.3256755,1100274823.4442859
2024-05-17,1028822607.298405,1216231433.5256076,1157024002.3756332,1110985301.7275252
2024-05-20,1030034760.4508336,1201723635.2170577,1171994906.8926716,1103310706.9197385
2024-05-21,1041462425.0094583,1178459972.7685144,1158339474.3931575,1091064938.9931989
2024-05-22,1041435060.1151263,1183284606.7173834,1163797251.6239328,1096583203.9654052
2024-05-27,1019234846.8636782,1155932936.069182,1143701590.279345,1089604749.4710371
2024-05-28,1020239899.4408883,1157651774.2611399,1152953646.864843,1101327040.6400638
2024-05-29,1008104268.1518941,1137703606.782636,1143154066.5008612,1084109837.4486423
2024-05-30,1007341767.0208784,1130795633.904684,1135107807.1247067,1068002529.5322145
2024-05-31,1011612453.8844336,1123832548.8481405,1123332201.5212405,1058375479.8475164
2024-06-03,1048276616.7774446,1170718133.8932602,1152885464.970649,1068313605.6509691
2024-06-04,1053701845.079754,1176630894.4747741,1166829959.0941248,1077897359.7080808
2024-06-05,1044040863.492764,1162810566.2269418,1156141635.470994,1054873352.875675
2024-06-06,1052460037.6534564,1173622703.6401265,1165458201.2974625,1059007269.8103445
2024-06-07,1046018610.4636394,1177907968.6963289,1158333504.8846166,1047324345.0424284
2024-06-10,1033425478.1864647,1161290577.3262887,1144382259.2334871,1050907206.4979028
2024-06-11,998952394.1407217,1132123453.3154502,1117935168.0066986,1040908066.4795467
2024-06-12,999313304.412631,1123204523.3577957,1117044639.5400803,1040058760.469906
2024-06-13,993944237.2175357,1137607052.3814924,1131165685.4598343,1037244841.2221823
2024-06-14,966682309.2659397,1108523468.2219388,1100302228.6489682,1022557911.6087143
2024-06-19,966553827.8549995,1108635199.1999562,1096335158.0985432,1021356457.9431909
2024-06-20,989417094.1635091,1126943349.254485,1115749285.218505,1035385946.4172127
2024-06-21,1005075369.6961025,1138448134.2647648,1129326270.5025678,1044595608.459254
2024-06-24,1001121992.3125122,1132528488.240479,1126059545.574544,1045990483.8582929
2024-06-25,995497052.3016465,1122229819.4400725,1117606031.1618862,1045009511.6935264
2024-06-26,1001664778.2393912,1121408696.1942656,1119076666.5151272,1048492214.9420329
2024-06-27,1005403335.3961622,1134826470.3169918,1131403796.1330218,1057952680.2514113
2024-06-28,1022004420.5887659,1150231346.9924183,1148261146.4602654,1072471691.0352845
2024-07-01,1037098450.1057909,1171043166.874283,1166740262.0557983,1084018279.0581126
2024-07-02,1033716206.8068835,1165272331.4440713,1159143597.8443596,1081819172.549386
2024-07-03,1034257418.4827248,1177731426.4258225,1159744439.491678,1092692231.8451204
2024-07-04,1036637897.6920998,1186551776.5033016,1162418495.4952738,1096356569.147714
2024-07-05,1041102835.5725484,1196148323.0896878,1167422386.9806118,1101288489.7387881
2024-07-08,1048410193.5544643,1193292577.8030043,1175610514.2961714,1100924850.9488711
2024-07-09,1049545605.8734345,1198893784.761868,1182498454.6153326,1103782881.324016
2024-07-10,1050371198.8381798,1195525077.2603745,1181850925.7086947,1106400635.7933257
2024-07-11,1049104937.9387769,1197802030.1678355,1180735396.9141436,1108429895.927394
2024-07-12,1052312130.9014806,1206052991.9714146,1190733335.3783498,1112555583.727368
2024-07-15,1044160414.0830755,1201301944.9053173,1191748185.1676896,1105158777.8178115
2024-07-16,1037342384.729366,1195904718.8115997,1182571453.8097577,1096873373.6338525
2024-07-17,1049145885.3960938,1205704325.1791642,1198844741.2600198,1096861956.636167
2024-07-18,1067519474.1327137,1230543731.6023407,1215149616.6015642,1111567272.0640895
2024-07-19,1069356082.5458173,1234396705.6586766,1217945122.7891393,1107532253.0184615
2024-07-22,1079094740.3067927,1251928102.621615,1222422455.655199,1111704720.8544066
2024-07-23,1062066706.0861559,1235522469.1658468,1212526986.486062,1110471981.649771
2024-07-24,1055533840.2170049,1233408306.6344151,1214033846.0990102,1102713686.9044073
2024-07-25,1057666069.0475076,1231235296.1451602,1212450413.0994744,1099300227.0054996
2024-07-26,1065312583.2960267,1240736818.071457,1223073742.833642,1106571445.940516
2024-07-29,1061240398.6655601,1236969222.6189606,1222690872.2428713,1106682279.7816834
2024-07-30,1043240338.539186,1230229428.2307801,1213303505.5153174,1099541170.138472
2024-07-31,1053093991.6873505,1249796172.4279146,1230841051.2132359,1101651387.1652188
2024-08-01,1072547205.5404142,1265577139.8565428,1238801780.1614997,1112313380.2764695
2024-08-02,1075110044.8343072,1272253654.6665611,1239104674.7711232,1109601398.5080802
2024-08-05,1035299560.0186005,1222793493.9163032,1197933867.7617676,1071875857.2015308
2024-08-06,1048748780.0727426,1230794036.4377406,1210815433.5908122,1082437543.8331163
2024-08-07,1060035513.6832111,1243790807.7336545,1221348423.3146877,1095026785.4627519
2024-08-08,1064557803.6804699,1249059990.2428067,1232340976.2093964,1092444171.6226816
2024-08-09,1072211221.1064669,1256923350.812751,1236890835.5398228,1101838729.7181485
2024-08-12,1077395557.0231447,1270208804.849188,1244641974.420298,1108007467.0130317
2024-08-13,1086797527.6201952,1275807220.1195264,1254411007.8534372,1116967511.9693136
2024-08-14,1102027260.2959728,1296521375.9645002,1281757222.8893268,1129023046.0253282
2024-08-15,1093492530.5477602,1289045076.5577297,1277575075.6576548,1124993735.4785428
2024-08-16,1103875331.1612804,1303235296.5919914,1288380664.7496347,1128423431.2377954
2024-08-19,1100464321.8275585,1309969410.6958447,1288689704.4038322,1133698232.4411767
2024-08-20,1113591276.5138574,1325232979.9112976,1306499628.030211,1143894278.6014328
2024-08-21,1112681627.5543041,1322036402.8304772,1316700844.3725855,1147023203.1943872
2024-08-22,1113227973.639297,1312865932.8595784,1304611414.5512655,1137014944.4051523
2024-08-23,1135964644.5060055,1337621595.5516133,1320706613.6724327,1145460112.4203591
2024-08-26,1147352678.7981892,1345273680.7176957,1338105433.8991606,1154858006.6515133
2024-08-27,1141843802.287255,1341813690.3882446,1329549990.5652893,1153595687.0437837
2024-08-28,1147338328.4751902,1345909447.762866,1330212466.1122472,1162856503.1663635
2024-08-29,1140763039.642274,1336332442.0595255,1325834122.835714,1158108588.9925315
2024-08-30,1140257818.1929057,1333842664.0436025,1326850596.4515162,1164656904.3922822
2024-09-02,1160868252.738706,1358688449.983193,1339321584.9485211,1168270013.4779882
2024-09-03,1141585493.8109472,1349790486.5917616,1323575184.2927244,1156425842.1518521
2024-09-04,1127651568.6077402,1336526089.381746,1307415804.025855,1164985328.4166107
2024-09-05,1126464305.3666215,1351412739.376834,1306041171.455687,1166222293.393117
2024-09-06,1117510301.1547403,1353500988.2423854,1295664761.3054435,1172417497.3644528
2024-09-09,1111874832.1929123,1351056136.248128,1289124370.741408,1169516393.7707675
2024-09-10,1115226587.7311916,1348326757.9339151,1280096093.3789358,1178421207.1473372
2024-09-11,1120429414.49535,1338227306.1436203,1273940990.9271028,1178355448.2061229
2024-09-12,1131693934.2341835,1348690336.277227,1286028912.3462508,1184003377.6520426
2024-09-13,1128615983.8911097,1351587032.5734363,1284416288.1228328,1186125530.6309152
2024-09-17,1141633398.9717598,1362869453.3492393,1293755286.463169,1189108703.1625085
2024-09-18,1148134636.1189451,1372120151.9855576,1304849196.5985775,1188707254.8348022
2024-09-19,1145364213.3978055,1378710185.4603164,1302471420.885512,1200285202.5330908
2024-09-20,1156474585.963415,1394827000.8353367,1300070093.2656443,1175629899.4859385
2024-09-23,1184272300.8501942,1413950930.8546968,1311381814.7105463,1180598888.2513163
2024-09-24,1168742939.597784,1420012330.3161917,1324189705.3614676,1181017981.0299911
2024-09-25,1156528521.7004557,1406154253.2396765,1330055348.6618056,1175310742.5051858
