tanggal,Investing_Optimal,Investing_Growth,Hybrid_Optimal,Hybrid_Growth,Trading_Optimal,Trading_Growth,IHSG
2022-12-19,1276038835.9694269,1276038835.9694269,1083355185.5943465,1083355185.5943465,1462383603.0498302,1462383603.0498302,1029370004.1368084
2022-12-20,1262921248.2951808,1262921248.2951808,1066864788.9916005,1066864788.9916005,1441249604.7088795,1441249604.7088795,1027641811.7144328
2022-12-21,1265359154.6812415,1265359154.6812415,1073092831.8374438,1073092831.8374438,1445809269.4550076,1445809269.4550076,1035589747.2395332
2022-12-22,1280950592.5618734,1280950592.5618734,1083961750.7100759,1083961750.7100759,1455301297.726859,1455301297.726859,1036162005.7144299
2022-12-23,1267982512.8441274,1267982512.8441274,1071353797.8289378,1071353797.8289378,1441301908.2920885,1441301908.2920885,1032554605.1275665
2022-12-26,1264909418.3207376,1264909418.3207376,1063028936.8724912,1063028936.8724912,1441241004.2390184,1441241004.2390184,1037889234.3642735
2022-12-27,1261894622.4507496,1261894622.4507496,1075909695.0470622,1075909695.0470622,1430612426.3927577,1430612426.3927577,1051131765.4978331
2022-12-28,1247748783.1894898,1247748783.1894898,1066906186.9539374,1066906186.9539374,1421022944.624415,1421022944.624415,1040122962.5477995
2022-12-29,1241381164.5230324,1241381164.5230324,1069230435.89427,1069230435.89427,1422473351.9441195,1422473351.9441195,1041574033.2990824
2022-12-30,1237428680.0572171,1237428680.0572171,1052172934.4014904,1052172934.4014904,1411401964.8741448,1411401964.8741448,1040138012.2265667
2023-01-02,1253471589.505275,1253471589.505275,1067825253.9848547,1067825253.9848547,1420996811.4898715,1420996811.4898715,1040193392.078976
2023-01-03,1259213105.8841705,1259213105.8841705,1078555550.4955347,1078555550.4955347,1421093210.5464244,1421093210.5464244,1045928654.1435548
2023-01-04,1225452338.0889397,1225452338.0889397,1067197522.2892959,1067197522.2892959,1408189701.4230332,1408189701.4230332,1034462504.0589652
2023-01-05,1191592582.1771536,1191592582.1771536,1040018375.2631147,1040018375.2631147,1369731077.1809518,1369731077.1809518,1010260915.4652872
2023-01-06,1204966943.784965,1204966943.784965,1054485730.8771821,1054485730.8771821,1386354150.2514725,1386354150.2514725,1014924759.019799
2023-01-09,1200183464.2931824,1200183464.2931824,1051694752.1898127,1051694752.1898127,1386050907.801663,1386050907.801663,1015487602.1784226
2023-01-10,1200717799.6280835,1200717799.6280835,1052541193.1757741,1052541193.1757741,1384699269.4622695,1384699269.4622695,1005502251.5209073
2023-01-11,1190072453.1626887,1190072453.1626887,1044304592.5008605,1044304592.5008605,1386235121.0519798,1386235121.0519798,999725695.5101545
2023-01-12,1200871796.8757637,1200871796.8757637,1059520936.852501,1059520936.852501,1407106987.7739806,1407106987.7739806,1006631125.7011446
2023-01-13,1210598377.7840805,1210598377.7840805,1090426505.0297148,1090426505.0297148,1421965348.2118573,1421965348.2118573,1008437309.5622545
2023-01-16,1223396747.2026799,1223396747.2026799,1098902596.1010325,1098902596.1010325,1434970363.5557344,1434970363.5557344,1015456020.093916
2023-01-17,1243443214.741523,1243443214.741523,1132720734.6521606,1132720734.6521606,1464475336.1084895,1464475336.1084895,1027493613.1535676
2023-01-18,1248532882.5488284,1248532882.5488284,1131724347.5263216,1131724347.5263216,1473177766.0174594,1473177766.0174594,1027257711.2923005
2023-01-19,1288798562.9467514,1288798562.9467514,1148766512.7066295,1148766512.7066295,1508978288.7695303,1508978288.7695303,1035474984.1718897
2023-01-20,1309414278.7207036,1309414278.7207036,1158331436.6797264,1158331436.6797264,1527941194.2370248,1527941194.2370248,1043829335.160053
2023-01-24,1328365501.388753,1328365501.388753,1191229139.1556337,1191229139.1556337,1559016924.2085667,1559016924.2085667,1041691984.2297161
2023-01-25,1317737652.517962,1317737652.517962,1178153662.3637998,1178153662.3637998,1538955396.5355053,1538955396.5355053,1036996780.9997436
2023-01-26,1326683324.247907,1326683324.247907,1187180490.3127804,1187180490.3127804,1523082342.6755674,1523082342.6755674,1042293823.1077069
2023-01-27,1342083376.2761316,1342083376.2761316,1200945531.7429886,1200945531.7429886,1537492851.6225934,1537492851.6225934,1047480846.8743376
2023-01-30,1328619868.5568047,1328619868.5568047,1183321910.2879343,1183321910.2879343,1517806067.0819345,1517806067.0819345,1043457318.9627436
2023-01-31,1324136074.5521328,1324136074.5521328,1173763623.4800272,1173763623.4800272,1483996394.939784,1483996394.939784,1038425759.1191417
2023-02-01,1319768645.5959573,1319768645.5959573,1169610356.1892617,1169610356.1892617,1485801228.877062,1485801228.877062,1041905126.2319609
2023-02-02,1300505237.519259,1300505237.519259,1188904686.4137096,1188904686.4137096,1483668117.4692538,1483668117.4692538,1046204070.6786294
2023-02-03,1296253758.8955626,1296253758.8955626,1186021955.819814,1186021955.819814,1494259369.5467587,1494259369.5467587,1049416843.4818581
2023-02-06,1288850983.1027036,1288850983.1027036,1174814177.963923,1174814177.963923,1498403114.1015277,1498403114.1015277,1043656226.7860559
2023-02-07,1315617726.8593993,1315617726.8593993,1201099211.6030974,1201099211.6030974,1516854685.4068847,1516854685.4068847,1052995330.8927648
2023-02-08,1321040834.1356597,1321040834.1356597,1211854007.3353117,1211854007.3353117,1527170241.7877278,1527170241.7877278,1053727649.7443038
2023-02-09,1311955571.367787,1311955571.367787,1189497193.477026,1189497193.477026,1519103221.667293,1519103221.667293,1047235529.6967973
2023-02-10,1302320538.2810857,1302320538.2810857,1148136725.127732,1148136725.127732,1494084571.7437668,1494084571.7437668,1044648912.4939023
2023-02-13,1299815930.5271182,1299815930.5271182,1163735159.0288217,1163735159.0288217,1495337768.2840257,1495337768.2840257,1047656846.5659302
2023-02-14,1302037983.29078,1302037983.29078,1172813553.7939553,1172813553.7939553,1532174483.6303594,1532174483.6303594,1053990463.1001153
2023-02-15,1287549480.2546303,1287549480.2546303,1158153389.3651087,1158153389.3651087,1510420274.4427187,1510420274.4427187,1049842905.0773021
2023-02-16,1271929358.9496827,1271929358.9496827,1150254550.9616466,1150254550.9616466,1504067168.4918575,1504067168.4918575,1046977238.6582508
2023-02-17,1262430338.2624788,1262430338.2624788,1150926037.2258813,1150926037.2258813,1504770304.9815216,1504770304.9815216,1046984800.5658087
2023-02-20,1246057229.8463762,1246057229.8463762,1137699746.178492,1137699746.178492,1480780235.0866551,1480780235.0866551,1046833414.1419533
2023-02-21,1238266738.748742,1238266738.748742,1130521543.6795235,1130521543.6795235,1498296298.1189919,1498296298.1189919,1043597584.9343079
2023-02-22,1236480298.626356,1236480298.626356,1112416541.6176257,1112416541.6176257,1479251089.8700342,1479251089.8700342,1033965864.6596476
2023-02-23,1246040920.505057,1246040920.505057,1112281185.4859085,1112281185.4859085,1500251885.4726858,1500251885.4726858,1038442810.4793212
2023-02-24,1258827712.8595166,1258827712.8595166,1123151911.6574948,1123151911.6574948,1517514441.482367,1517514441.482367,1041042475.6795709
2023-02-27,1269908083.0019293,1269908083.0019293,1122146945.9378057,1122146945.9378057,1505664450.6702409,1505664450.6702409,1040769283.2349545
2023-02-28,1313404756.2547753,1313404756.2547753,1116899154.5136995,1116899154.5136995,1528573022.0998964,1528573022.0998964,1039017441.3173734
2023-03-01,1314444540.464803,1314444540.464803,1125814349.4028325,1125814349.4028325,1539194898.5240362,1539194898.5240362,1039275139.265131
2023-03-02,1313722580.341591,1313722580.341591,1115149922.9374661,1115149922.9374661,1540274943.1353447,1540274943.1353447,1041169841.9264776
2023-03-03,1306981292.0773506,1306981292.0773506,1109434061.1193566,1109434061.1193566,1537447864.281669,1537447864.281669,1034522851.0467312
2023-03-06,1294604155.176093,1294604155.176093,1098926112.7070777,1098926112.7070777,1539333410.178287,1539333410.178287,1033515412.2055119
2023-03-07,1278422978.3590052,1278422978.3590052,1085203355.425452,1085203355.425452,1511175883.9472635,1511175883.9472635,1027405242.6260282
2023-03-08,1285192492.7593532,1285192492.7593532,1090962237.7542858,1090962237.7542858,1518560251.0530941,1518560251.0530941,1028864690.7847037
2023-03-09,1300120292.0881815,1300120292.0881815,1103625322.3720593,1103625322.3720593,1528315580.0501237,1528315580.0501237,1032421307.9727713
2023-03-10,1293332160.2216504,1293332160.2216504,1097866020.095533,1097866020.095533,1512747555.3589156,1512747555.3589156,1027184168.0344824
2023-03-13,1309731771.6554718,1309731771.6554718,1111780351.9013786,1111780351.9013786,1535206704.8920836,1535206704.8920836,1030471818.5498041
2023-03-14,1268482742.843894,1268482742.843894,1076768107.138697,1076768107.138697,1486462053.7735817,1486462053.7735817,1008434863.0627506
2023-03-15,1270700399.6034195,1270700399.6034195,1078649497.6855443,1078649497.6855443,1484635920.2667315,1484635920.2667315,1006358303.9382712
2023-03-16,1258780696.012813,1258780696.012813,1068524082.0370721,1068524082.0370721,1478179281.3877382,1478179281.3877382,996882640.6774284
2023-03-17,1291742145.5056844,1291742145.5056844,1096498724.889061,1096498724.889061,1520504094.960966,1520504094.960966,1013964989.850734
2023-03-20,1273972700.23871,1273972700.23871,1081414686.569297,1081414686.569297,1501380828.733812,1501380828.733812,1003982604.6471629
